idpunto;LAT_ND_W84;LON_ND_W84;NORD_ND_GB;EST_ND_GB;FUSO;codISTAT05;nomedist05;codcfor;Wnef_ha;Cnef_ha;Clt_ha;Cor_ha;Css_ha;Csp_ha
55019;45.48854995;10.96825608;5039130;1653833;Ovest;005;Veneto;13;8.334238034;4.167119017;1.720035704;0;47.37854115;31.57692396
55021;45.48854995;10.99384007;5039179;1655832;Ovest;005;Veneto;9;4.765708047;2.382854024;2.606706564;1.628301814;62.15126784;44.44016747
55059;45.48854995;11.47993578;5040237;1693817;Ovest;005;Veneto;11;3.611334522;1.805667261;1.422244002;1.226962208;24.45900071;31.6548058
55087;45.48854995;11.83811158;5041165;1721806;Ovest;005;Veneto;18;0;0;1.09123963;0;33.72146103;28.18018665
55206;45.47955239;7.78379311;5036964;1404974;Ovest;001;Piemonte;7;1.930836322;0.965418161;0.73196258;1.915111222;30.67962812;41.92327629
55621;45.47055482;7.56714129;5036243;1388024;Ovest;001;Piemonte;8;6.147076907;3.073538453;4.976282792;11.52479346;86.03295602;93.47293272
56067;45.46155723;7.82363611;5034918;1408058;Ovest;001;Piemonte;9;1.87143097;0.935715485;3.470327585;9.245382039;44.85721889;42.61714735
56111;45.46155723;8.38621514;5034429;1452041;Ovest;001;Piemonte;18;0;0;3.243361185;0.222719186;18.82347615;16.35487567
56616;45.45255963;9.39678616;5033323;1531053;Ovest;003;Lombardia;9;0.27512725;0.137563625;1.026969356;0.006846446;16.95837638;35.29827522
57277;45.44356201;12.45212722;5038047;1770001;Ovest;005;Veneto;6;0.042022367;0.021011183;5.561742606;18.43001219;78.80527802;211.1244965
57320;45.43456438;7.64692612;5032136;1394192;Ovest;001;Piemonte;14;1.904801866;0.952400933;14.31148918;1.874727602;52.92779996;47.14586182
57325;45.43456438;7.71082507;5032054;1399190;Ovest;001;Piemonte;11;13.26979838;6.634899189;3.224132427;2.361269663;37.98972339;29.25387683
57695;45.43456438;12.43934743;5037005;1769045;Ovest;005;Veneto;6;0.315660791;0.157830396;8.789467239;17.00792778;49.35636871;74.08197249
58306;45.41656907;9.64146654;5029448;1550216;Ovest;003;Lombardia;19;0;0;0.951880737;0.081875559;30.93529398;48.70789461
58565;45.4075714;7.7003101;5029069;1398320;Ovest;001;Piemonte;14;0.569629803;0.284814902;2.120138278;0.234274728;26.75377503;34.42732247
59128;45.39857371;9.70621722;5027491;1555300;Ovest;003;Lombardia;19;0;0;0.1;0.269436148;36.5799419;52.80993812
60265;45.37158056;8.64797912;5024310;1472462;Ovest;001;Piemonte;19;0.3923047;0.19615235;0.780084074;0.107376882;24.94919004;37.99559856
60484;45.37158056;11.44364501;5027156;1691377;Ovest;005;Veneto;12;0;0;5.818728725;6.639578869;37.46826915;9.784909273
61314;45.35358505;11.64814949;5025663;1707456;Ovest;005;Veneto;11;1.02753322;0.51376661;3.806305651;5.545121082;42.32532643;42.18697864
61396;45.34458728;7.50142977;5022342;1382626;Ovest;001;Piemonte;11;2.013020538;1.006510269;2.933269084;1.284975492;41.72100402;28.04124833
62320;45.32659169;8.89334583;5019257;1491668;Ovest;003;Lombardia;13;3.235344573;1.617672286;2.407040249;0;39.8242653;39.63779833
63741;45.29959819;11.36842525;5018983;1685722;Ovest;005;Veneto;13;1.482510064;0.741255032;5.622973926;1.953118481;33.08027404;38.58855695
64175;45.29060034;11.71277692;5018834;1712754;Ovest;005;Veneto;24;0;0;1.837561232;1.398300311;37.18688186;42.76720243
64650;45.27260457;7.41848829;5014469;1375971;Ovest;001;Piemonte;19;1.675138191;0.837569095;3.149033037;0;38.12879479;55.62681275
64671;45.27260457;7.68609947;5014094;1396964;Ovest;001;Piemonte;19;0.639492928;0.319746464;2.667222222;0;39.10735454;35.84700456
65462;45.25460876;7.42007834;5012468;1376057;Ovest;001;Piemonte;5;0.111100231;0.055550115;8.789991111;1.180940171;23.67866522;23.11407798
65873;45.24561083;7.48455957;5011371;1381097;Ovest;001;Piemonte;24;3.868354942;1.934177471;3.437001285;0.994075703;33.35907069;14.51785128
65985;45.24561083;8.9111431;5010258;1493053;Ovest;003;Lombardia;13;0.147642279;0.07382114;0.611305833;0;5.183878795;34.75966422
66298;45.23661288;7.70184443;5010075;1398134;Ovest;001;Piemonte;14;0.118295841;0.059147921;1.736244127;0;29.86765326;30.86980969
67080;45.21861695;7.25774673;5008732;1363233;Ovest;001;Piemonte;14;0.633213749;0.316606875;1.237573809;0.453913358;38.13775047;34.70426609
67505;45.20961896;7.36040033;5007564;1371273;Ovest;001;Piemonte;14;1.927038844;0.963519422;5.027282968;24.39653711;24.51165351;35.06468813
67666;45.20961896;9.4098204;5006338;1532209;Ovest;003;Lombardia;13;0.17771976;0.08885988;2.556082222;2.722819143;41.40377432;42.70422538
68049;45.20062096;8.95211679;5005258;1496266;Ovest;003;Lombardia;18;0;0;0.024814815;0.776660074;8.22033763;96.74806678
69752;45.16462881;9.17054941;5001273;1513430;Ovest;003;Lombardia;19;0;0;0.259853148;0;23.40229824;31.72452008
70042;45.15563074;7.390645;5001518;1373529;Ovest;001;Piemonte;5;2.271323204;1.135661602;15.81152289;6.552351878;23.66707956;16.03412094
70527;45.14663265;8.06535179;4999684;1426550;Ovest;001;Piemonte;19;0;0;0.994355507;2.3735585;27.19050097;29.34636171
70561;45.14663265;8.49767169;4999382;1460536;Ovest;001;Piemonte;18;0;0;0.951643926;0;11.40324236;14.27778134
70946;45.13763455;7.86262912;4998889;1410599;Ovest;001;Piemonte;14;0.633194326;0.316597163;2.420181327;1.121117328;25.66382798;28.05620456
71035;45.13763455;8.99411203;4998260;1499564;Ovest;003;Lombardia;18;0;0;1.032592593;0;35.57450022;38.13028904
71296;45.13763455;12.31228102;5003600;1760463;Ovest;005;Veneto;15;0;0;4.594873712;34.18139806;19.92366421;21.65668016
71402;45.12863643;8.00317498;4997743;1421637;Ovest;001;Piemonte;14;22.82059374;11.41029687;2.171186566;0.194279991;24.79413571;22.51197469
71737;45.12863643;12.26145784;5002438;1756508;Ovest;005;Veneto;15;2.378926291;1.189463145;8.742884499;19.8842625;58.42669101;24.94797327
72227;45.11064016;7.14047711;4996942;1353749;Ovest;001;Piemonte;4;3.449176477;1.724588238;5.491305131;6.92858046;32.31245016;30.04566933
72452;45.11064016;9.99961892;4995747;1578661;Ovest;003;Lombardia;18;0;0;1.110547233;0.180536654;20.07950935;23.0618477
73566;45.08364564;7.07947261;4994056;1348880;Ovest;001;Piemonte;1;2.847115519;1.423557759;1.646970822;3.860506042;32.43817913;22.02865723
73572;45.08364564;7.15568048;4993916;1354877;Ovest;001;Piemonte;1;0.821583072;0.410791536;1.198447183;5.703008538;47.88944927;44.64436728
74045;45.07464744;7.47399466;4992395;1379911;Ovest;001;Piemonte;14;3.86647362;1.93323681;2.493649686;0.420308562;38.12658863;27.15026741
74438;45.06564922;6.76372548;4992695;1323974;Ovest;001;Piemonte;4;0.994728777;0.497364389;8.541099086;7.033485827;40.00327422;25.04289031
75044;45.05665099;8.75778509;4989292;1480955;Ovest;003;Lombardia;13;1.762510678;0.881255339;3.616899702;0;53.35326073;87.52079126
75955;45.03865449;8.88585686;4987270;1491037;Ovest;001;Piemonte;18;0;0;4.572776222;0.194555407;19.74976209;27.84036817
76256;45.02965622;6.98301095;4988243;1341139;Ovest;001;Piemonte;1;2.626287394;1.313143697;3.003329323;2.010883474;28.19364654;36.29468849
76357;45.02965622;8.26463681;4986527;1442098;Ovest;001;Piemonte;19;0.602948881;0.301474441;2.527156785;1.569819649;33.42800208;33.0489772
76408;45.02965622;8.91179442;4986268;1493078;Ovest;003;Lombardia;19;0;0;0.731446066;0.270138164;23.77756459;26.90651945
76727;45.02065793;7.21224047;4986819;1359174;Ovest;001;Piemonte;14;0.405523086;0.202761543;6.851924535;11.77181829;14.70366969;5.970152653
76847;45.02065793;8.73472572;4985299;1479126;Ovest;003;Lombardia;18;0;0;0.08962963;0.756363;20.36428278;21.69841584
77454;45.01165963;10.75228492;4985759;1638108;Ovest;003;Lombardia;18;0;0;1.543810074;0.027178442;25.86669218;42.97966453
77614;45.00266132;7.08704716;4985045;1349263;Ovest;001;Piemonte;1;9.835052815;4.917526407;8.102641664;6.382280721;27.47123427;15.04378545
77643;45.00266132;7.45486588;4984427;1378252;Ovest;001;Piemonte;5;0.131535765;0.065767883;5.019822851;11.15868812;33.19544792;37.44537424
79816;44.96666792;12.04651218;4983785;1740282;Ovest;005;Veneto;18;0.235728209;0.117864105;0.690064396;0.765661111;45.36895258;6.157162221
80438;44.94867113;8.38457295;4977452;1451478;Ovest;001;Piemonte;14;8.086213812;4.043106906;1.920988336;0.835620446;27.42433504;25.1871754
80769;44.93967271;6.78884765;4978647;1325571;Ovest;001;Piemonte;4;0.210399659;0.10519983;0.389616972;0.640125834;12.77674684;4.979560413
81250;44.93067429;7.09375323;4977036;1349604;Ovest;001;Piemonte;11;4.150877927;2.075438963;3.279777862;3.937113076;29.52982732;37.7101015
81647;44.93067429;12.1227709;4980015;1746450;Ovest;005;Veneto;18;0;0;1.22549228;0.217340192;38.65103828;37.4538371
81804;44.92167584;8.3358159;4974483;1447607;Ovest;001;Piemonte;14;1.269191257;0.634595629;2.110565772;1.187888242;24.86120342;44.12729619
82292;44.91267738;8.75435698;4973299;1480637;Ovest;001;Piemonte;19;0;0;0.408740741;0;12.49954186;14.87833545
82372;44.91267738;9.76744472;4973556;1560605;Ovest;008;Emilia Romagna;14;1.645780099;0.822890049;1.058636112;1.630579343;30.19157852;41.53471323
82439;44.91267738;10.6159057;4974540;1627580;Ovest;008;Emilia Romagna;18;0;0;1.539777222;0;36.62983543;48.77964265
83065;44.89468043;7.05911789;4973102;1346775;Ovest;001;Piemonte;3;1.657120029;0.828560014;1.618978951;2.062632123;45.77488272;22.97272495
83240;44.89468043;9.274556;4971307;1521705;Ovest;003;Lombardia;10;0.205007379;0.10250369;2.037603332;0.422013964;28.66853248;39.7533814
84137;44.87668341;9.25023521;4969302;1519791;Ovest;003;Lombardia;5;0.1019848;0.0509924;5.675687577;17.60864464;34.75985458;21.8129347
84375;44.87668341;12.26229173;4974451;1757701;Ovest;008;Emilia Romagna;15;7.966432121;3.983216061;4.369123567;28.73801704;29.89106639;38.41632144
84535;44.86768488;8.61804773;4968342;1469854;Ovest;001;Piemonte;14;0.105055917;0.052527959;0.766356639;1.794506499;38.99235738;38.17336591
84578;44.86768488;9.16215802;4968285;1512837;Ovest;003;Lombardia;5;0.195144965;0.097572482;2.108969553;4.830119234;57.0567958;41.67376511
84926;44.85868634;7.91014658;4967849;1413918;Ovest;001;Piemonte;18;0;0;0.981325464;2.894619486;19.91662662;22.74786943
85369;44.84968778;7.89820406;4966863;1412961;Ovest;001;Piemonte;18;0.665046401;0.3325232;2.899642006;0.210293332;29.24942957;30.86800313
85400;44.84968778;8.29034744;4966517;1443949;Ovest;001;Piemonte;14;1.036743602;0.518371801;1.671077801;0;20.80459573;19.76428424
85477;44.84968778;9.26438101;4966306;1520918;Ovest;003;Lombardia;5;0.608776553;0.304388276;1.648201522;0.200383788;32.34925547;44.09512405
85516;44.84968778;9.75772268;4966552;1559903;Ovest;008;Emilia Romagna;18;0;0;1.187992258;0.118801822;19.15106693;23.67421269
85798;44.84068921;7.82302606;4965946;1407006;Ovest;001;Piemonte;10;2.894226057;1.447113029;3.59089396;2.053913417;29.97617553;26.46922364
86148;44.84068921;12.24976214;4970413;1756872;Ovest;008;Emilia Romagna;15;14.11243726;7.056218632;0.748888889;0.598677627;37.80245027;48.08507992
86219;44.83169063;7.6846421;4965115;1396053;Ovest;001;Piemonte;24;0;0;3.085934544;2.04322576;17.58475623;77.72882538
86610;44.82269203;7.20491627;4964840;1358110;Ovest;001;Piemonte;11;0.41017381;0.205086905;0.833151062;1.10117624;25.15882891;37.46791315
86776;44.82269203;9.30380065;4963319;1524045;Ovest;003;Lombardia;12;0.322250188;0.161125094;2.254851594;1.078114347;80.76793425;81.32827596
87203;44.81369341;9.32957412;4962327;1526086;Ovest;003;Lombardia;10;1.141834144;0.570917072;1.050142263;0.388556468;34.67451107;25.45968504
87204;44.81369341;9.34221603;4962331;1527086;Ovest;003;Lombardia;10;0.62285207;0.311426035;4.669271259;0.239693364;73.3476532;72.94042928
87459;44.80469479;7.20654801;4962838;1358195;Ovest;001;Piemonte;11;7.533285764;3.766642882;7.349930283;25.89668673;34.43835797;44.05221818
87696;44.80469479;10.20221614;4961977;1595102;Ovest;008;Emilia Romagna;13;3.520981989;1.760490995;2.31539514;0;27.15672823;28.52054116
88045;44.79569614;9.24207894;4960303;1519174;Ovest;003;Lombardia;10;0.087642539;0.04382127;1.271491758;0;53.77673867;45.71517067
88445;44.78669749;8.96458523;4959276;1497225;Ovest;001;Piemonte;13;11.53719048;5.76859524;1.414774788;0.349594957;44.72557853;40.37349459
88457;44.78669749;9.11621749;4959281;1509220;Ovest;001;Piemonte;7;0.399212486;0.199606243;1.589138434;0;23.15665324;18.38851254
88893;44.77769882;9.33151465;4958329;1526256;Ovest;008;Emilia Romagna;7;0;0;3.495738542;20.56683675;37.09802109;54.42014553
88930;44.77769882;9.79897483;4958586;1563242;Ovest;008;Emilia Romagna;12;0.664874437;0.332437218;3.996042546;6.826946409;27.54397717;56.24721346
89306;44.76870013;9.30673502;4957322;1524299;Ovest;008;Emilia Romagna;9;0;0;3.448837997;1.828145184;37.5965393;36.73380269
89883;44.75970143;11.35330536;4958971;1686281;Ovest;008;Emilia Romagna;18;0;0;0.479826667;0.071927665;19.22826455;26.44962542
90185;44.75070272;9.93912013;4955706;1574365;Ovest;008;Emilia Romagna;9;0;0;4.586649121;3.653984915;46.32287128;42.19718723
90457;44.74170399;8.14658712;4954631;1432462;Ovest;001;Piemonte;18;0;0;1.558348444;0.035145928;20.74707053;35.31969352
90529;44.74170399;9.05567477;4954278;1504434;Ovest;001;Piemonte;9;0.262927618;0.131463809;0.35865402;2.612017098;37.8503098;80.30362986
90595;44.74170399;9.88900511;4954662;1570409;Ovest;008;Emilia Romagna;10;0;0;2.193780113;2.864000601;47.89957552;37.97509119
90946;44.73270525;9.09407428;4953281;1507475;Ovest;001;Piemonte;12;7.004278169;3.502139084;3.909559748;4.527665076;29.47094403;31.36282109
91754;44.71470772;8.88056939;4951285;1490567;Ovest;001;Piemonte;12;0.281780118;0.140890059;3.518697691;3.795846229;40.33182376;37.17734253
91852;44.71470772;10.11736327;4951885;1588529;Ovest;008;Emilia Romagna;13;1.589702559;0.794851279;0;1.09935159;32.0670265;37.90507979
92594;44.69671014;9.10877172;4949285;1508645;Ovest;001;Piemonte;12;0.802688751;0.401344376;5.603091203;13.69344398;42.46606769;27.20426455
93267;44.67871249;7.18008982;4948890;1355790;Ovest;001;Piemonte;20;1.839572611;0.919786305;3.137426115;2.096628316;29.94927371;63.78613336
93277;44.67871249;7.30621511;4948675;1365786;Ovest;001;Piemonte;11;1.732231465;0.866115733;0.871584818;0.816996573;31.75589532;70.71476056
93465;44.67871249;9.67737069;4947503;1553711;Ovest;008;Emilia Romagna;8;1.256464081;0.628232041;0;0;18.8414484;33.11663103
93810;44.66971365;8.7446173;4946312;1479783;Ovest;001;Piemonte;14;5.032051512;2.516025756;3.925221521;0.237162364;33.00230848;29.74907682
93841;44.66971365;9.13554522;4946289;1510771;Ovest;001;Piemonte;12;2.143428541;1.07171427;2.568255156;3.552532129;33.97615834;26.98046385
93846;44.66971365;9.19859811;4946300;1515769;Ovest;008;Emilia Romagna;8;0;0;0;1.406533553;55.34339167;53.370175
94656;44.65171593;8.83401084;4944294;1486865;Ovest;001;Piemonte;10;0.484305856;0.242152928;0.967384517;0.091019773;24.35099515;23.40073283
94815;44.65171593;10.83847253;4945924;1645804;Ovest;008;Emilia Romagna;24;1.811489079;0.90574454;1.338846966;1.400378136;28.80142094;39.85816812
95108;44.64271704;9.2379215;4943309;1518895;Ovest;008;Emilia Romagna;8;0;0;3.326524953;4.247912826;22.97331428;17.42139643
95142;44.64271704;9.66648227;4943497;1552881;Ovest;008;Emilia Romagna;10;1.275777054;0.637888527;2.902440422;1.271250622;40.79478795;50.09131289
95649;44.63371814;10.76335467;4943793;1639891;Ovest;008;Emilia Romagna;19;0.428701179;0.21435059;3.574635471;1.729142975;38.59977366;36.20536915
96005;44.62471923;9.9319606;4941704;1573958;Ovest;008;Emilia Romagna;10;6.17763805;3.088819025;4.398951526;0.285624186;64.35142469;35.50965426
96312;44.6157203;8.48347786;4940412;1459045;Ovest;001;Piemonte;19;0;0;0.170111384;1.004194775;11.00724118;11.65674845
96742;44.60672136;8.57226923;4939372;1466085;Ovest;001;Piemonte;13;0.328119852;0.164059926;2.944907553;0.3607756;29.86787976;33.32588528
96889;44.60672136;10.42401964;4940268;1613028;Ovest;008;Emilia Romagna;10;3.481613625;1.740806812;2.718505193;14.82480804;56.1601973;98.20823481
97186;44.59772241;8.82476805;4938298;1486119;Ovest;001;Piemonte;11;0.995009059;0.49750453;1.151137919;0;24.45144859;30.16802422
98075;44.57972445;9.31694058;4936333;1525188;Ovest;007;Liguria;11;0.499941497;0.249970749;1.187260705;0.047100073;17.62593627;20.79611112
98081;44.57972445;9.39248725;4936359;1531185;Ovest;007;Liguria;3;7.037672012;3.518836006;4.646090625;2.567808532;51.77159002;50.92146521
98322;44.57072545;7.07655192;4937084;1347301;Ovest;001;Piemonte;1;0;0;0.216420635;1.829680642;23.91567781;37.75172545
98349;44.57072545;7.41645949;4936503;1374290;Ovest;001;Piemonte;11;6.626848766;3.313424383;0.169970718;0;24.79236695;47.19588173
98539;44.57072545;9.80840166;4935602;1564215;Ovest;008;Emilia Romagna;8;0.306820844;0.153410422;2.054841448;0.541174657;24.34743113;31.44697514
98616;44.57072545;10.7777677;4936820;1641187;Ovest;008;Emilia Romagna;13;0;0;0.060925926;0.519705931;10.87303093;3.211217493
98915;44.56172644;9.1794478;4934301;1514278;Ovest;007;Liguria;14;2.6143805;1.30719025;0.714529213;0.792645612;48.59615678;97.67270207
98918;44.56172644;9.21720949;4934308;1517276;Ovest;007;Liguria;10;0.933094244;0.466547122;0.861895746;0.89144171;31.96969461;20.71776774
98940;44.56172644;9.49412852;4934404;1539267;Ovest;008;Emilia Romagna;8;0.571331496;0.285665748;3.515044152;2.026914858;46.55914137;79.05810397
99197;44.55272741;7.34250002;4934621;1368377;Ovest;001;Piemonte;14;7.677108287;3.838554144;2.741348852;0.628915807;24.18980509;48.66871502
99415;44.55272741;10.08609295;4933859;1586292;Ovest;008;Emilia Romagna;8;20.43006641;10.21503321;4.053133379;2.693829462;52.32231449;22.8757997
99724;44.54372837;8.56387216;4932378;1465381;Ovest;001;Piemonte;6;0;0;3.118157313;2.324670455;30.02827193;8.886324383
99773;44.54372837;9.1804563;4932302;1514362;Ovest;007;Liguria;24;0.807861594;0.403930797;8.251833597;0;50.19433612;37.30830084
99781;44.54372837;9.2811231;4932324;1522358;Ovest;007;Liguria;13;0.583524445;0.291762222;1.70320579;0;31.85252345;32.83246693
100054;44.53472932;7.31891127;4932660;1366463;Ovest;001;Piemonte;20;1.740893339;0.87044667;1.784451988;3.05771751;48.90259202;27.96020315
100213;44.53472932;9.31935572;4931336;1525399;Ovest;007;Liguria;13;2.279304247;1.139652124;2.889693619;0.718380459;28.89351178;29.53135879
100445;44.53472932;12.23824322;4936388;1757314;Ovest;008;Emilia Romagna;6;0;0;4.235806023;3.858509705;57.901769;51.41892607
100575;44.52573025;8.45185434;4930432;1456469;Ovest;001;Piemonte;9;0;0;0.958474859;0;13.0314011;9.569813098
100583;44.52573025;8.55249013;4930384;1464466;Ovest;001;Piemonte;6;0.089225574;0.044612787;2.893924373;11.42640632;14.89165136;9.557203174
100599;44.52573025;8.75376172;4930316;1480460;Ovest;001;Piemonte;5;0;0;1.929969783;0.149146251;35.38736509;16.41888485
100666;44.52573025;9.59658651;4930460;1547433;Ovest;008;Emilia Romagna;11;5.533480636;2.766740318;2.61684145;0.171108832;57.35914566;51.96783313
100997;44.51673116;8.33927222;4929499;1447515;Ovest;001;Piemonte;10;0.701428139;0.35071407;0.631987482;2.644647982;21.1106533;23.48825865
101071;44.51673116;9.27001005;4929323;1521486;Ovest;007;Liguria;14;0.117178708;0.058589354;1.286623955;4.146279485;17.44794841;0.130859613
101134;44.51673116;10.06239496;4929835;1584462;Ovest;008;Emilia Romagna;2;2.580064662;1.290032331;1.921774323;5.885562493;82.05747546;86.59069351
101425;44.50773207;8.30217827;4928524;1444558;Ovest;001;Piemonte;10;1.844373074;0.922186537;4.633256326;0.466828302;39.2796077;25.07553562
101487;44.50773207;9.08186565;4928291;1506534;Ovest;007;Liguria;11;1.201152885;0.600576442;1.824889485;5.909216196;38.34691084;34.4973788
101850;44.49873295;8.23994829;4927568;1439603;Ovest;007;Liguria;12;3.894130934;1.947065467;5.259060402;7.804854965;29.46057985;30.89202948
101962;44.49873295;9.64819916;4927492;1551558;Ovest;008;Emilia Romagna;14;4.83136373;2.415681865;2.169027081;0.596877552;25.68113501;29.10486099
102171;44.49873295;12.27609586;4932509;1760482;Ovest;008;Emilia Romagna;6;1.399070973;0.699535487;11.63326811;0;22.5208281;29.75814773
102193;44.48973383;7.13428335;4927981;1351679;Ovest;001;Piemonte;3;25.67065175;12.83532587;2.056880135;2.016507789;20.55086057;37.91238742
102200;44.48973383;7.22228549;4927825;1358677;Ovest;001;Piemonte;4;0.627203886;0.313601943;3.358324299;5.739642157;54.05540818;91.90244604
102322;44.48973383;8.75603715;4926317;1480629;Ovest;007;Liguria;6;0.7167198;0.3583599;3.286719744;2.24256393;29.24239109;16.18631716
102367;44.48973383;9.32176523;4926339;1525611;Ovest;007;Liguria;8;0.521088023;0.260544011;6.044827132;8.107897735;47.97236827;46.83836535
102453;44.48973383;10.40293443;4927244;1611578;Ovest;008;Emilia Romagna;4;2.618385702;1.309192851;3.16878766;3.84759627;37.42156691;35.16725383
102731;44.48073469;8.4800697;4925420;1458680;Ovest;007;Liguria;11;5.301353607;2.650676803;5.503893326;0.989098376;26.70879753;18.55091524
102809;44.48073469;9.46051428;4925392;1536648;Ovest;007;Liguria;7;5.98502386;2.99251193;5.020057619;4.919166615;37.00883163;36.04548467
102811;44.48073469;9.48565388;4925403;1538648;Ovest;007;Liguria;3;0.217107718;0.108553859;5.698374414;3.938553119;51.05382876;52.64817656
102815;44.48073469;9.53593309;4925428;1542646;Ovest;008;Emilia Romagna;3;3.050084708;1.525042354;2.358522462;1.100489072;37.1572987;27.31282285
102825;44.48073469;9.66163111;4925501;1552642;Ovest;008;Emilia Romagna;10;0.259528114;0.129764057;0.7663202;0.229072219;37.77753442;26.32572866
102934;44.48073469;11.03173956;4927295;1661602;Ovest;008;Emilia Romagna;13;4.4065984;2.2032992;5.070834492;0.369423803;32.20731378;19.70954103
103298;44.47173553;10.18991052;4924976;1594669;Ovest;008;Emilia Romagna;8;1.184109711;0.592054855;4.970615415;12.12389136;64.2595395;37.97470449
103975;44.45373718;7.91651968;4922861;1413824;Ovest;001;Piemonte;14;0.602992184;0.301496092;0.790730973;0.085022491;32.09762927;38.5881879
104015;44.45373718;8.41908007;4922454;1453808;Ovest;007;Liguria;14;1.188325271;0.594162635;10.21586959;4.449226959;21.99140802;17.80365877
104055;44.45373718;8.92164046;4922293;1493792;Ovest;007;Liguria;11;0.235728209;0.117864105;1.546167847;0.477856409;21.27111206;15.97355585
104238;44.45373718;11.22085426;4924688;1676723;Ovest;008;Emilia Romagna;11;1.824537528;0.912268764;0.884084502;1.571527128;33.64365679;44.31008234
104496;44.44473798;9.09805165;4921295;1507829;Ovest;007;Liguria;9;0;0;1.267751202;6.714647864;37.45251127;22.35677531
104550;44.44473798;9.77640401;4921583;1561808;Ovest;008;Emilia Romagna;24;1.932891029;0.966445515;0.856295912;0.125287882;14.20992048;4.648557231
104612;44.44473798;10.55525302;4922465;1623784;Ovest;008;Emilia Romagna;12;0.671227087;0.335613543;5.411043508;1.478188664;39.16354816;57.91053874
104781;44.43573877;7.31502478;4921671;1365927;Ovest;001;Piemonte;4;0.375610883;0.187805442;0.743634567;1.07404867;24.21379115;27.78520483
104977;44.43573877;9.7768147;4920584;1561850;Ovest;008;Emilia Romagna;11;23.03957855;11.51978927;2.483148295;0.766967482;30.89258415;28.06914366
105099;44.43573877;11.30915333;4922884;1683805;Ovest;008;Emilia Romagna;7;6.447874579;3.22393729;5.597979013;18.64284133;58.45475666;63.27897562
105341;44.42673954;8.99861522;4919291;1499916;Ovest;007;Liguria;9;0;0;3.905443631;0.240466561;35.05683117;15.98628449
105464;44.42673954;10.54327695;4920448;1622869;Ovest;008;Emilia Romagna;4;0;0;1.595234148;2.398007142;29.20119443;32.29992348
105578;44.42673954;11.97491466;4923595;1736828;Ovest;008;Emilia Romagna;19;0;0;2.013303993;0;23.50791069;20.90723234
105670;44.4177403;7.74351505;4919059;1399998;Ovest;001;Piemonte;9;1.275278814;0.637639407;0.238679333;0;19.84237016;32.58731012
105922;44.4177403;11.00815282;4920251;1659898;Ovest;008;Emilia Romagna;14;0;0;3.607430553;3.037458047;42.19271314;32.01104414
106229;44.40874105;9.57717564;4917453;1545982;Ovest;007;Liguria;24;0;0;1.151141778;2.900788693;43.24849243;44.97837424
106474;44.39974178;7.24286081;4917793;1360098;Ovest;001;Piemonte;8;4.41045038;2.20522519;4.114013375;1.292785633;16.14826541;18.13484982
106567;44.39974178;8.41023858;4916462;1453062;Ovest;007;Liguria;11;10.36520378;5.182601891;1.289645946;8.517444458;49.39561675;43.81334371
106656;44.39974178;9.72824575;4916549;1558020;Ovest;008;Emilia Romagna;8;0.158217799;0.079108899;2.949590128;8.233241522;42.58949379;38.08893006
107407;44.3817432;8.57460894;4914380;1466140;Ovest;007;Liguria;24;0;0;0.905060307;0.030319885;28.94510089;38.65785903
107707;44.37274388;7.32053469;4914665;1366222;Ovest;001;Piemonte;14;0;0;1.73746711;3.562848058;50.39467197;44.61778081
107780;44.37274388;8.2364424;4913576;1439193;Ovest;007;Liguria;14;0;0;3.679796136;0.312690719;38.08206877;19.92535407
107868;44.37274388;9.77968417;4913588;1562145;Ovest;009;Toscana;11;0.622756547;0.311378274;2.49783392;0.397294445;24.99680754;30.03496603
108495;44.35474522;7.28447712;4912725;1363307;Ovest;001;Piemonte;8;2.352885606;1.176442803;6.960905873;8.660305002;15.98392449;22.99105146
108565;44.35474522;8.16247593;4911635;1433280;Ovest;007;Liguria;18;0;0;1.934395222;0;30.48373557;36.80025045
109065;44.34574586;10.1571387;4910944;1592260;Ovest;008;Emilia Romagna;8;5.710565841;2.855282921;8.954273835;7.245911292;37.1454783;53.09651083
109164;44.34574586;11.39868987;4913092;1691224;Ovest;008;Emilia Romagna;7;0.6381527;0.31907635;0.476559895;0.498914655;27.52883144;21.42303878
109233;44.34574586;12.26401341;4915477;1760200;Ovest;008;Emilia Romagna;6;5.448618422;2.724309211;1.330740741;1.516590889;53.51694989;43.22885325
109618;44.3367465;12.3267372;4914678;1765241;Ovest;008;Emilia Romagna;6;3.32985217;1.664926085;4.725862296;12.419194;13.80075742;18.33393142
109652;44.32774711;7.3495335;4909620;1368432;Ovest;001;Piemonte;8;7.325639123;3.662819562;1.236533893;2.55930248;27.96264797;21.30456886
109682;44.32774711;7.72564606;4909085;1398420;Ovest;001;Piemonte;11;1.505957356;0.752978678;1.272659587;1.869287157;30.40446384;38.72937401
109704;44.32774711;8.00146193;4908780;1420411;Ovest;001;Piemonte;11;3.798597509;1.899298755;3.297800366;8.723678974;47.7337898;41.15477027
110010;44.31874772;7.16228596;4908938;1353480;Ovest;001;Piemonte;20;0;0;6.921049353;3.059072408;22.80717398;56.13051199
110253;44.31874772;10.93537179;4909116;1654364;Ovest;008;Emilia Romagna;9;0;0;1.455826805;0.152704274;33.75784091;29.52529631
