idpunto;LAT_ND_W84;LON_ND_W84;NORD_ND_GB;EST_ND_GB;FUSO;codISTAT05;nomedist05;codcfor;Wnef_ha;Cnef_ha;Clt_ha;Cor_ha;Css_ha;Csp_ha
110482;44.3097483;8.41641966;4906461;1453482;Ovest;007;Liguria;11;2.82637022;1.41318511;1.883030478;0.897431956;32.87405522;33.04200958
110508;44.3097483;9.5068127;4906421;1540448;Ovest;007;Liguria;10;0;0;3.472292455;4.522362462;32.78343671;46.12061113
110527;44.3097483;9.74494451;4906565;1559440;Ovest;007;Liguria;10;0.556076802;0.278038401;1.492444758;2.067333954;35.70163556;25.6921853
110813;44.30074888;7.92831397;4905855;1414540;Ovest;001;Piemonte;11;0;0;0.065780493;0;47.07455967;49.32629547
110869;44.30074888;9.48219997;4905409;1538490;Ovest;007;Liguria;15;1.314494178;0.657247089;3.554881198;17.32189322;48.44851042;20.84286391
111124;44.29174944;7.29000418;4905719;1363602;Ovest;001;Piemonte;8;2.477309116;1.238654558;6.992016019;8.095854705;50.41064186;53.0152261
111225;44.29174944;9.4701241;4904404;1537533;Ovest;007;Liguria;6;3.215473033;1.607736516;3.998954231;8.552390628;24.71246445;16.56223428
111357;44.29174944;11.12400819;4906490;1669485;Ovest;008;Emilia Romagna;9;1.854552568;0.927276284;4.793369114;6.598261262;39.30917086;42.36861777
111563;44.28274998;8.33057578;4903515;1446611;Ovest;007;Liguria;24;27.26360419;13.63180209;3.020302404;3.466342538;38.46219348;32.22852396
111595;44.28274998;9.65849205;4903508;1552569;Ovest;007;Liguria;11;2.300895185;1.150447593;1.680299651;11.95099619;28.97404043;24.42063745
111913;44.27375052;8.29362802;4902540;1443654;Ovest;007;Liguria;5;0;0;1.12306285;2.058550689;28.70897252;29.76349039
111954;44.27375052;9.75912322;4902577;1560608;Ovest;007;Liguria;13;0.334739814;0.167369907;0.581915953;1.211338878;20.2968572;23.73444466
112216;44.26475103;7.69312544;4902129;1395716;Ovest;001;Piemonte;8;3.453180765;1.726590383;3.04328502;5.656410509;23.77970001;21.67279797
112308;44.26475103;9.79710518;4901606;1563649;Ovest;007;Liguria;5;3.21644614;1.60822307;9.442528504;5.303907458;41.4395319;56.08297425
112634;44.25575154;9.48446567;4900412;1538701;Ovest;007;Liguria;15;2.501693353;1.250846676;7.750154469;12.91084205;34.5620542;27.0822137
112650;44.25575154;9.68481413;4900526;1554695;Ovest;007;Liguria;10;5.461373187;2.730686593;9.530807865;4.737076049;23.76904214;19.52726818
112712;44.25575154;10.46116441;4901335;1616672;Ovest;008;Emilia Romagna;3;3.911920515;1.955960257;6.307205691;0;25.3011749;32.54691539
113218;44.2377525;7.06940402;4900111;1345861;Ovest;001;Piemonte;1;0.221192048;0.110596024;3.901735318;26.71300575;0;0
113267;44.2377525;7.6827841;4899143;1394843;Ovest;001;Piemonte;3;0.726952935;0.363476467;2.85199109;6.369438875;24.65693217;30.57492717
113314;44.2377525;8.27112827;4898558;1441823;Ovest;007;Liguria;8;1.03863143;0.519315715;8.006144113;11.26303944;63.37606345;54.54477932
113352;44.2377525;9.76076562;4898580;1560776;Ovest;007;Liguria;12;6.910631762;3.455315881;4.111602816;12.98858372;29.36403159;44.58761724
113395;44.2377525;10.29903794;4899118;1603760;Ovest;009;Toscana;11;12.12830531;6.064152655;2.103677074;2.160903894;18.81442651;28.94719051
113611;44.22875296;7.65847877;4898175;1392885;Ovest;001;Piemonte;14;3.415004322;1.707502161;4.877109528;5.675238522;45.42678135;51.8349065
113996;44.21975341;8.24737391;4896576;1439908;Ovest;007;Liguria;7;9.404312828;4.702156414;5.698820801;1.743494097;26.52687565;18.52840334
114011;44.21975341;9.51130273;4896427;1540868;Ovest;007;Liguria;15;2.638029777;1.319014888;4.261807714;0.147009456;25.4601668;13.26073829
114055;44.21975341;10.06192519;4896847;1584852;Ovest;009;Toscana;10;2.114692033;1.057346016;2.57609197;1.829938875;21.68962422;16.64866852
114161;44.21975341;11.38842475;4899073;1690813;Ovest;008;Emilia Romagna;10;0;0;0.09963542;0.023284694;40.56358141;39.95584986
114399;44.21075384;10.21243608;4896013;1596889;Ovest;009;Toscana;10;0.385684738;0.192842369;2.807718125;0.605501144;30.01243019;34.50316919
114410;44.21075384;10.35007073;4896185;1607885;Ovest;009;Toscana;7;3.155392911;1.577696455;3.06467458;6.690473719;35.42638213;51.84328303
114418;44.21075384;10.45016866;4896321;1615882;Ovest;009;Toscana;20;0.163772101;0.081886051;1.342998188;4.58161405;27.34812777;40.38906846
114442;44.21075384;10.75046245;4896789;1639873;Ovest;008;Emilia Romagna;5;3.227390609;1.613695305;12.88866733;5.238710999;32.62190739;21.72393189
114455;44.21075384;10.91312158;4897079;1652869;Ovest;008;Emilia Romagna;10;3.455186678;1.727593339;5.144647406;1.529081055;40.21690649;30.48340003
114999;44.19275466;8.38688678;4893484;1451030;Ovest;007;Liguria;24;2.818376833;1.409188416;0.235449906;0;21.74953483;12.53796179
115082;44.19275466;10.56335397;4894488;1624963;Ovest;008;Emilia Romagna;14;0.37215699;0.186078495;1.053691808;0.182384073;21.05797763;43.22212673
115106;44.19275466;10.86355634;4894988;1648954;Ovest;008;Emilia Romagna;9;0;0;0.44240051;4.241593888;38.30687926;33.02503001
115153;44.19275466;11.45145265;4896223;1695938;Ovest;008;Emilia Romagna;11;1.249598514;0.624799257;2.324895726;0.170349566;27.96710889;35.03041228
115625;44.17475543;8.08801246;4891707;1427123;Ovest;001;Piemonte;8;1.448309464;0.724154732;2.928078767;5.409341821;31.01793282;38.40159385
115943;44.16575579;8.10117875;4890695;1428165;Ovest;007;Liguria;8;2.932147533;1.466073767;0;4.39841543;31.62256944;18.18204081
115977;44.16575579;9.76404124;4890585;1561112;Ovest;007;Liguria;6;0.719561079;0.359780539;7.093353445;0;26.66505012;27.90594385
116043;44.16575579;10.58922112;4891529;1627088;Ovest;008;Emilia Romagna;2;1.070706372;0.535353186;3.127621502;2.903199267;26.3942558;45.9370535
116410;44.15675613;11.27704967;4891823;1682111;Ovest;008;Emilia Romagna;10;1.424220477;0.712110238;3.268216562;0.218062565;35.61522817;22.65084076
116448;44.15675613;11.75208102;4892985;1720097;Ovest;008;Emilia Romagna;2;0;0;0.498501802;0.847801358;37.08239162;53.35284271
116534;44.14775647;7.71503445;4889106;1397261;Ovest;001;Piemonte;4;0;0;7.78469004;1.130104538;47.31084467;24.72274472
116535;44.14775647;7.72753338;4889090;1398261;Ovest;001;Piemonte;14;0;0;0.01096357;2.12735498;54.66363727;35.052922
116548;44.14775647;7.89001941;4888902;1411255;Ovest;001;Piemonte;14;1.190226925;0.595113463;0.07640681;0;36.97080593;38.7081974
116565;44.14775647;8.10250114;4888695;1428249;Ovest;007;Liguria;12;0.941886485;0.470943243;0.897222222;3.009367743;50.43170496;42.44134303
116658;44.14775647;10.58978732;4889530;1627172;Ovest;008;Emilia Romagna;2;7.745139097;3.872569549;1.339514241;4.456639309;31.97223768;45.63298733
116742;44.14775647;11.63969706;4891690;1711142;Ovest;008;Emilia Romagna;4;1.342296776;0.671148388;3.502425407;4.500269845;30.07708408;24.22499944
116951;44.13875678;10.60256725;4888550;1628214;Ovest;008;Emilia Romagna;8;1.352693988;0.676346994;7.667270132;0.347324814;24.48152888;22.94447051
116957;44.13875678;10.67754941;4888670;1634211;Ovest;009;Toscana;3;0;0;14.44672417;28.1838873;43.89565815;35.89223114
117001;44.13875678;11.22741859;4889715;1678196;Ovest;009;Toscana;5;0.863473294;0.431736647;3.216081771;5.354862149;38.33283919;41.67954392
117309;44.12975709;11.55247793;4889471;1704229;Ovest;009;Toscana;9;0;0;1.904390552;0.55784922;35.19482467;34.66572886
117390;44.12075738;7.67971254;4886152;1394388;Ovest;001;Piemonte;1;0.468538355;0.234269177;4.722064688;4.144177724;40.00756671;33.27985705
117578;44.12075738;11.47765511;4888288;1698273;Ovest;009;Toscana;10;2.568301741;1.284150871;1.43582331;6.270832504;41.20657697;34.14441729
117665;44.11175765;7.75538484;4885058;1400428;Ovest;007;Liguria;3;1.479043433;0.739521717;2.214893402;9.86785974;31.54456242;57.27166639
117671;44.11175765;7.83033285;4884970;1406425;Ovest;007;Liguria;8;4.634773237;2.317386618;2.900675747;18.71366537;23.40658684;22.39314665
117691;44.11175765;8.08015958;4884716;1426417;Ovest;007;Liguria;5;0.165786873;0.082893436;12.89021739;7.559287008;36.16089765;19.5148232
117819;44.11175765;11.1655196;4886583;1673323;Ovest;008;Emilia Romagna;20;5.541127066;2.770563533;0.635210774;0.697523356;32.45202929;42.88376865
117928;44.10275791;7.71862909;4884103;1397471;Ovest;007;Liguria;3;0.338481531;0.169240766;6.547023244;9.935984227;28.91324325;18.34198824
117942;44.10275791;7.89348126;4883901;1411465;Ovest;007;Liguria;4;0.208049475;0.104024737;8.728202109;13.11841829;27.79596347;8.327886228
117951;44.10275791;8.00588623;4883786;1420462;Ovest;001;Piemonte;11;0.868414586;0.434207293;4.797755776;0.720431692;23.39269479;15.14560708
118171;44.10275791;12.25229617;4888449;1760336;Ovest;008;Emilia Romagna;19;0.045188436;0.022594218;1.448347123;0.494285848;20.74728469;10.69718743
118196;44.09375816;7.7443221;4883072;1399512;Ovest;007;Liguria;4;3.260671923;1.630335961;1.335311965;1.694440081;32.06830515;53.6679477
118206;44.09375816;7.86919757;4882928;1409508;Ovest;007;Liguria;2;2.806792387;1.403396194;1.674277625;0.553517219;43.60567265;27.60951658
118295;44.09375816;10.54153257;4883458;1623425;Ovest;009;Toscana;11;0.680964783;0.340482391;4.033309246;3.612191002;29.07494107;28.45261841
118304;44.09375816;10.65392049;4883633;1632422;Ovest;009;Toscana;8;1.728405024;0.864202512;5.770482565;1.044948921;34.08882409;53.67209832
118371;44.09375816;11.49058612;4885320;1699398;Ovest;009;Toscana;4;0.9797414;0.4898707;5.467693302;1.658886102;36.45119784;24.30177685
118473;44.08475839;7.94480636;4881848;1415548;Ovest;007;Liguria;5;0.701140315;0.350570157;1.49005273;2.6016321;30.31960515;22.16752253
118612;44.08475839;11.2535045;4883774;1680447;Ovest;009;Toscana;8;1.590229984;0.795114992;2.601805451;0.851581386;41.82761545;56.49607873
118843;44.07575861;10.9291084;4882114;1654498;Ovest;008;Emilia Romagna;12;1.518015391;0.759007695;2.874577337;1.495862944;37.94805651;33.43114575
118845;44.07575861;10.95407592;4882161;1656497;Ovest;009;Toscana;3;0.598446924;0.299223462;1.195718356;0.093780859;30.78002645;19.17026682
118846;44.07575861;10.96655968;4882185;1657496;Ovest;009;Toscana;8;6.743874421;3.37193721;2.352583779;1.289509241;16.59024967;20.90625975
118898;44.07575861;11.61571524;4883632;1709478;Ovest;009;Toscana;7;0;0;1.121164869;0;18.01177211;2.575626785
118985;44.06675882;7.87128121;4879926;1409634;Ovest;007;Liguria;12;0.86330836;0.43165418;0.547237691;1.561888664;31.2248586;26.10323172
119420;44.05775901;11.75324843;4881992;1720559;Ovest;008;Emilia Romagna;12;0.741900096;0.370950048;0.70892375;0.302533798;40.62249957;52.22878597
119435;44.05775901;11.9404481;4882510;1735554;Ovest;008;Emilia Romagna;7;3.336907063;1.668453531;9.532370808;0;40.15627833;53.19964086
119498;44.04875918;7.83523442;4877967;1406719;Ovest;007;Liguria;11;0;0;2.469032252;0.247702659;35.11252786;31.89857166
119750;44.03975934;7.82345714;4876981;1405761;Ovest;007;Liguria;4;0;0;1.611678547;0.505724629;58.04067965;35.06903246
119871;44.03975934;11.07974526;4878409;1666661;Ovest;009;Toscana;12;4.022398992;2.011199496;0.718967934;0;24.21417756;11.40287561
119938;44.03975934;11.91565064;4880440;1733638;Ovest;008;Emilia Romagna;12;3.038942678;1.519471339;1.518376421;0.43017217;48.1442367;48.52286553
119994;44.03075949;7.67446588;4876162;1393807;Ovest;007;Liguria;1;4.786372786;2.393186393;9.65108881;10.54364314;9.464008769;15.86631733
120155;44.03075949;11.50407954;4878355;1700691;Ovest;009;Toscana;5;0;0;1.597351993;2.070906088;14.43416742;4.087351301
120174;44.03075949;11.74109146;4878960;1719685;Ovest;008;Emilia Romagna;12;0;0;1.544025644;0;44.30413716;32.24866052
120245;44.02175962;7.67518869;4875162;1393849;Ovest;007;Liguria;1;10.71654692;5.358273458;2.401859361;9.814823677;30.55375106;22.17776999
120278;44.02175962;8.08677869;4874714;1426836;Ovest;007;Liguria;15;0.915848086;0.457924043;7.921154487;0.032039182;28.58037763;23.58793578
120295;44.02175962;10.15720114;4874957;1592771;Ovest;009;Toscana;11;3.368119732;1.684059866;9.204118848;14.71174244;27.4691725;22.22333246
120516;44.01275974;7.95026299;4873845;1415882;Ovest;007;Liguria;11;3.154843593;1.577421796;2.782693192;7.893497845;37.23570748;24.61733967
120769;44.00375985;8.02575556;4872771;1421922;Ovest;007;Liguria;12;7.987270141;3.99363507;4.417557895;2.373821228;30.88664146;24.6834735
121009;43.99475994;7.95162398;4871844;1415966;Ovest;007;Liguria;9;0.370142219;0.185071109;2.385856197;0.972810094;17.82566858;18.66253414
121083;43.99475994;10.80651385;4872894;1644878;Ovest;009;Toscana;3;3.818611933;1.909305967;4.871319114;5.547228033;27.32995824;30.80059421
121173;43.99475994;11.92852297;4875478;1734847;Ovest;008;Emilia Romagna;14;0.729905105;0.364952553;2.416302685;2.239143156;38.78445389;39.5818211
121426;43.98576001;12.05325093;4874842;1744886;Ovest;008;Emilia Romagna;9;0.752967053;0.376483526;0.797484668;0;33.32343793;38.89166069
121478;43.97676008;7.69126067;4870143;1395058;Ovest;007;Liguria;1;3.758060019;1.879030009;2.619405839;7.670732127;29.33967675;25.43057714
121514;43.97676008;8.13992872;4869670;1431044;Ovest;007;Liguria;6;0;0;1.846856275;3.357421962;45.16187765;59.87269546
121658;43.97676008;11.91621816;4873444;1733931;Ovest;008;Emilia Romagna;12;5.932169582;2.966084791;3.150943566;5.678788839;36.59066208;30.02409914
122280;43.94976018;10.4340352;4867309;1615098;Ovest;009;Toscana;12;0.902905241;0.451452621;0.790177326;3.279470698;32.76989671;50.82720649
122288;43.94976018;10.53369406;4867453;1623095;Ovest;009;Toscana;4;0.709660731;0.354830366;9.202802855;14.52203203;54.54774093;26.59528399
122311;43.94976018;10.8202133;4867920;1646087;Ovest;009;Toscana;13;0;0;0.212900975;1.001524032;29.34145082;24.33088511
122373;43.94976018;11.59256951;4869578;1708066;Ovest;009;Toscana;8;2.576060665;1.288030333;3.045714452;2.970633379;32.0530679;24.48524279
122785;43.93176017;10.50936556;4865418;1621180;Ovest;009;Toscana;15;7.375320515;3.687660258;8.062886748;20.64026455;36.76552443;28.8314277
122833;43.93176017;11.10713838;4866469;1669163;Ovest;009;Toscana;11;0.469441648;0.234720824;1.355498933;2.471299638;31.22400746;23.85692531
122981;43.92276015;7.73292429;4864093;1398308;Ovest;007;Liguria;4;0.707730172;0.353865086;0.199878307;3.49794475;37.41938853;41.57300756
123146;43.92276015;11.85444453;4867272;1729184;Ovest;008;Emilia Romagna;5;0.308356461;0.15417823;2.987816778;0.882090551;35.20836498;20.63636899
123277;43.91376011;10.38545278;4863244;1611266;Ovest;009;Toscana;15;1.514001647;0.757000823;1.836372787;1.103064399;24.36631225;19.7918567
123443;43.91376011;12.5268263;4868361;1783209;Ovest;008;Emilia Romagna;13;2.271683749;1.135841874;0.961133509;0.030964169;44.62354046;41.39041036
123537;43.90476006;10.47289996;4862366;1618306;Ovest;009;Toscana;9;0.181617216;0.090808608;2.412071252;1.647900815;27.73375149;22.05309289
124367;43.87775982;11.22033478;4860709;1678410;Ovest;009;Toscana;7;0.257602866;0.128801433;1.9770262;1.338985824;37.67782017;23.44125535
124421;43.87775982;11.89222157;4862380;1732392;Ovest;008;Emilia Romagna;9;0.088524152;0.044262076;0.919223223;0.140573131;36.48178006;45.52934719
124448;43.87775982;12.22816496;4862047;2297315;Est;011;Marche;9;0;0;1.409487824;5.323265711;53.50303289;31.76462498
124514;43.86875971;7.58790129;4858284;1386563;Ovest;007;Liguria;15;0.551143454;0.275571727;1.319379017;5.563619131;20.80681953;32.85179259
124668;43.86875971;11.73057964;4860938;1719438;Ovest;008;Emilia Romagna;3;3.004471839;1.50223592;1.912777778;1.949904741;43.85697525;52.11883239
124790;43.85975959;7.77521211;4857045;1401599;Ovest;007;Liguria;9;0.508285092;0.254142546;3.519178978;0.141480296;43.0240676;28.82588944
125189;43.85075945;11.75567015;4859005;1721521;Ovest;009;Toscana;3;1.613118255;0.806559127;1.714554576;4.79165553;46.02057812;49.0985535
125201;43.85075945;11.90491095;4859417;1733517;Ovest;008;Emilia Romagna;12;0.465124281;0.232562141;0.790260015;0.561747869;48.71621404;36.32105193
125452;43.8417593;11.8428189;4858243;1728560;Ovest;008;Emilia Romagna;3;1.791131437;0.895565718;0.900466768;0;34.40641316;44.97913576
125592;43.83275913;10.42554908;4854302;1614641;Ovest;009;Toscana;18;0;0;0.576502062;1.377863297;26.6793786;37.69244377
125817;43.82375895;7.69100569;4853150;1394768;Ovest;007;Liguria;6;0.194281491;0.097140746;0.750331331;3.132482315;32.8188942;40.71459769
126186;43.81475876;11.59450831;4854588;1708692;Ovest;009;Toscana;5;0.383382143;0.191691071;9.294411334;0.405109645;26.83016793;38.44697509
126342;43.80575855;10.45131691;4851339;1616766;Ovest;009;Toscana;11;0.298551519;0.14927576;1.677376389;0.33801822;33.07619004;28.54736242
126462;43.80575855;11.9426041;4854525;1736725;Ovest;008;Emilia Romagna;5;0.215292675;0.107646337;5.419458971;1.6180064;30.89385503;64.13270653
126466;43.80575855;11.99231367;4854669;1740724;Ovest;008;Emilia Romagna;10;0.792608242;0.396304121;0.271084143;0.094249867;37.40150951;22.28207806
126529;43.80575855;12.77523945;4852721;2341055;Est;011;Marche;14;1.644377829;0.822188915;1.668199815;0.040653606;43.5525229;36.92222577
126701;43.79675833;11.88055294;4853350;1731768;Ovest;009;Toscana;8;0.04536874;0.02268437;6.899201986;0.735754083;27.69483223;27.74726395
126918;43.78775809;11.63216545;4851684;1711816;Ovest;009;Toscana;2;2.942030801;1.471015401;1.626488003;0;37.05003471;30.10405585
126985;43.78775809;12.46455089;4851440;2316001;Est;011;Marche;7;0.874986272;0.437493136;1.722084263;0.122472955;30.01421023;35.21578866
126986;43.78775809;12.47697455;4851409;2317001;Est;011;Marche;9;0.712365468;0.356182734;2.124257337;0.267205778;32.39768699;23.98979441
127148;43.77875784;11.61986665;4850653;1710858;Ovest;009;Toscana;10;2.074953525;1.037476763;2.708911981;0.483797718;23.65521266;29.28366866
127160;43.77875784;11.76892824;4851044;1722855;Ovest;009;Toscana;12;1.184720328;0.592360164;1.047257321;0;17.44923415;12.08677908
127478;43.76975757;12.86198514;4848538;2347929;Est;011;Marche;14;0;0;2.458767255;3.819174772;40.63829837;49.20850082
127769;43.751757;10.73868973;4845787;1640008;Ovest;009;Toscana;24;5.710078243;2.855039121;8.973983426;0.923181481;28.29874453;16.15850204
128067;43.74275669;11.54587942;4846468;1705027;Ovest;009;Toscana;2;3.846958778;1.923479389;1.644603407;3.319668903;33.84554269;37.96932739
128152;43.74275669;12.60109946;4846114;2326844;Est;011;Marche;13;1.306159897;0.653079948;1.234588965;0;41.79196775;19.65475713
128222;43.73375637;10.55301563;4843490;1625096;Ovest;009;Toscana;14;2.424293834;1.212146917;2.656860272;2.233999538;43.25901;52.14646504
128302;43.73375637;11.54601516;4845469;1705068;Ovest;009;Toscana;2;0.465556018;0.232778009;4.832736519;1.095534104;30.61064644;38.97675505
128304;43.73375637;11.57084014;4845531;1707068;Ovest;009;Toscana;20;1.239241002;0.619620501;1.055015692;0.34222142;32.76040203;32.89838407
128836;43.71575568;12.32803944;4845704;1768133;Ovest;009;Toscana;9;1.264926448;0.632463224;6.114886265;6.615427763;61.91802076;62.19888578
129477;43.68875455;11.41025757;4840144;1694280;Ovest;009;Toscana;9;0.109948933;0.054974466;3.639660502;3.152126719;18.00919896;21.24666146
129542;43.68875455;12.21646623;4842350;1759260;Ovest;009;Toscana;10;0.09613336;0.04806668;3.496532035;0;37.801437;54.30522142
129569;43.68875455;12.5513529;4840233;2322661;Est;011;Marche;13;0;0;1.003946613;4.049767364;62.89201671;131.9561086
129745;43.67975414;11.75765129;4840017;1722313;Ovest;009;Toscana;19;0;0;0.02037037;0.063084407;31.89342951;31.83688797
130065;43.67075372;12.72491628;4837836;2336595;Est;011;Marche;12;0.438932258;0.219466129;1.26527354;1.75037356;42.98389516;61.4177525
