idpunto;idce;SPcod;ETAce;DEcod;FEha;Dce;Hce;Vce;Wce
241489;26;424;2;1;18.84445784;21;0.15;0.005195409;0.002656615
241489;27;424;2;3;18.84445784;16;0.125;0.002513274;0.001130851
241489;28;500;2;3;18.84445784;18.5;0.12;0.00322563;0.001451377
241489;29;424;2;3;18.84445784;19;0.165;0.004678224;0.002104974
241489;30;352;2;2;18.84445784;14.5;0.065;0.001073345;0.000530539
241489;31;424;2;3;18.84445784;11.5;0.13;0.001350296;0.000607568
144457;18;308;1;1;18.84445784;12;0.035;0.000395841;0.000202409
144457;23;352;1;1;18.84445784;15.5;0.04;0.000754768;0.000385942
122222;1;280;2;3;18.84445784;40;0.26;0.032672564;0.014701068
122479;1;330;2;4;18.84445784;38.5;0.13;0.015134034;0.006211481
122968;1;308;2;4;18.84445784;42.5;0.115;0.016314192;0.006695855
122979;1;47;2;3;18.84445784;10.5;0.45;0.003896557;0.001546843
122979;2;51;2;3;18.84445784;13.5;0.84;0.01202366;0.004773114
144457;26;308;1;1;18.84445784;10.5;0.035;0.000303066;0.000154969
151497;2;300;2;2;18.84445784;16.5;0.025;0.000534562;0.000264226
7556;6;20;2;3;18.84445784;12.5;0.22;0.002699806;0.00107176
7556;7;20;2;4;18.84445784;37.5;0.345;0.038104083;0.013135998
7556;8;120;2;5;18.84445784;41;0.515;0.067993097;0.018438961
7556;9;20;2;2;18.84445784;14;0.13;0.002001195;0.000902325
7556;10;120;2;5;18.84445784;52.5;0.375;0.081178263;0.02201463
7556;11;20;2;5;18.84445784;51;0.235;0.048006285;0.013018763
7556;12;20;2;1;18.84445784;17.5;0.185;0.004449771;0.002044564
7556;13;120;2;5;18.84445784;30;0.155;0.010956304;0.002971226
7556;14;120;2;5;18.84445784;35;0.4;0.03848451;0.010436565
7556;15;120;2;5;18.84445784;32.5;0.425;0.035257014;0.009561305
7556;16;120;2;5;18.84445784;22.5;0.285;0.011331823;0.003073063
7556;17;120;2;5;18.84445784;10.5;0.35;0.003030655;0.00082188
7556;18;10;2;4;18.84445784;11;0.245;0.002328313;0.000802662
8407;1;120;2;4;18.84445784;33.5;0.23;0.020272501;0.00698874
8407;2;80;2;3;18.84445784;56.5;0.42;0.105301866;0.041802398
8407;3;120;2;4;18.84445784;29;0.19;0.012549877;0.004326444
11235;1;20;2;4;18.84445784;11.5;0.835;0.008673054;0.002989948
11235;2;20;2;4;18.84445784;16.5;0.75;0.016036849;0.005528542
11235;3;20;2;4;18.84445784;14.5;0.45;0.007430848;0.00256171
11235;4;120;2;5;18.84445784;10.5;0.35;0.003030655;0.00082188
11235;5;120;2;5;18.84445784;29.5;0.59;0.040326072;0.010935976
11235;6;120;2;5;18.84445784;51.5;0.275;0.057284488;0.015534907
11235;7;80;2;3;18.84445784;63;0.35;0.109103586;0.043311593
11235;8;120;2;5;18.84445784;17;0.035;0.00079443;0.000215441
259483;1;45;2;3;18.84445784;14;0.245;0.003771482;0.001497191
259483;2;45;2;3;18.84445784;20.5;0.08;0.002640509;0.001048221
259483;3;45;2;3;18.84445784;12.5;0.09;0.001104466;0.000438447
259483;4;45;2;1;18.84445784;11.5;0.175;0.001817706;0.000835192
259483;5;45;2;1;18.84445784;23;0.04;0.001661903;0.000763604
233528;1;470;2;3;18.84445784;15.5;0.055;0.001037805;0.000466962
233528;2;470;2;2;18.84445784;18;0.165;0.004198739;0.002075376
233528;3;470;2;3;18.84445784;11;0.04;0.000380133;0.000171041
233528;4;470;2;2;18.84445784;9.5;0.065;0.000460734;0.000227734
233528;5;250;2;2;18.84445784;12.5;0.09;0.001104466;0.000545922
233528;6;300;2;1;18.84445784;12;0.05;0.000565487;0.000289155
4101;1;40;2;5;18.84445784;35;0.69;0.06638578;0.018003075
4101;2;40;2;5;18.84445784;43.5;0.365;0.054245193;0.014710685
5711;1;120;2;5;18.84445784;30;0.4;0.028274334;0.00766768
5711;2;120;2;5;18.84445784;25.5;0.305;0.015576507;0.004224173
5711;3;120;2;5;18.84445784;45;0.385;0.061231604;0.016605321
5711;4;120;2;5;18.84445784;44;0.45;0.068423888;0.018555787
5711;5;120;2;5;18.84445784;28.5;0.35;0.022327888;0.006055071
5711;6;120;2;5;18.84445784;21.5;0.315;0.011436084;0.003101337
151865;1;49;2;2;18.84445784;31.5;0.1;0.007793113;0.00351386
151865;2;49;2;2;18.84445784;18.5;0.1;0.002688025;0.001212012
151865;3;49;2;2;18.84445784;30;0.215;0.015197454;0.006852426
151865;4;49;2;2;18.84445784;14.5;0.13;0.00214669;0.000967927
151865;5;49;2;2;18.84445784;41;0.135;0.017823433;0.008036462
151865;6;49;2;2;18.84445784;38;0.17;0.019279954;0.008693197
151865;7;49;2;2;18.84445784;23.5;0.115;0.004987966;0.002249039
151865;8;49;2;2;18.84445784;32.5;0.11;0.009125345;0.004114554
151865;9;49;2;2;18.84445784;22.5;0.08;0.003180863;0.001434229
151865;10;49;2;2;18.84445784;18.5;0.07;0.001881618;0.000848408
151865;11;49;2;3;18.84445784;23.5;0.1;0.004337361;0.001721832
151865;12;49;2;2;18.84445784;31.5;0.11;0.008572425;0.003865247
151865;13;308;2;2;18.84445784;12;0.125;0.001413717;0.00069878
151865;14;260;2;2;18.84445784;17;0.12;0.002723761;0.001346316
151865;15;260;2;2;18.84445784;31.5;0.075;0.005844835;0.002889018
151865;16;10;2;3;18.84445784;30.5;0.1;0.007306166;0.002900379
151865;17;49;2;4;18.84445784;31.5;0.2;0.015586227;0.005373194
151865;18;49;2;3;18.84445784;35.5;0.1;0.00989798;0.003929269
151865;19;308;2;2;18.84445784;11.5;0.11;0.001142558;0.00056475
151865;20;308;2;2;18.84445784;25.5;0.06;0.003064231;0.001514606
151865;21;49;2;2;18.84445784;28;0.1;0.006157522;0.002776384
128798;1;300;2;1;18.84445784;28.5;0.1;0.006379397;0.003262034
128798;2;308;2;1;18.84445784;10.5;0.1;0.000865901;0.000442769
130551;1;49;2;2;18.84445784;19;0.08;0.00226823;0.001022729
124700;1;510;2;5;18.84445784;49;0.14;0.026400374;0.008100545
124700;2;510;2;5;18.84445784;22.5;0.075;0.002982059;0.000914998
135494;10;300;1;1;18.84445784;19.5;0.035;0.001045267;0.000534486
48876;1;80;2;4;18.84445784;11.5;0.55;0.00571279;0.001969427
48876;2;80;2;4;18.84445784;79;0.4;0.196066798;0.067592051
144457;6;308;1;1;18.84445784;19.5;0.07;0.002090534;0.001068971
144457;7;711;1;1;18.84445784;10.5;0.035;0.000303066;0.000154969
144457;12;308;1;1;18.84445784;10;0.06;0.000471239;0.000240963
144457;16;308;1;1;18.84445784;24;0.095;0.004297699;0.002197581
144457;22;308;1;1;18.84445784;16.5;0.065;0.00138986;0.00071069
114448;1;300;2;3;18.84445784;29;0.11;0.007265718;0.003269221
88307;1;510;2;5;18.84445784;40;0.295;0.037070793;0.011374598
88307;2;280;2;2;18.84445784;11;0.825;0.007840237;0.003875317
88307;3;280;2;4;18.84445784;22;0.15;0.005701991;0.002340276
88307;4;280;2;5;18.84445784;15;0.09;0.001590431;0.000487999
88307;5;280;2;5;18.84445784;19.5;0.275;0.00821281;0.002519973
88307;6;280;2;4;18.84445784;14;0.24;0.003694513;0.001516344
88307;7;280;2;5;18.84445784;16.5;0.425;0.009087548;0.002788373
88307;8;280;2;4;18.84445784;21.5;0.4;0.014522012;0.005960288
88307;9;280;2;5;18.84445784;18.5;0.4;0.010752101;0.003299115
88307;10;280;2;4;18.84445784;12.5;0.34;0.004172428;0.001712495
88307;11;280;2;4;18.84445784;17;0.25;0.005674502;0.002328993
88307;12;280;2;4;18.84445784;19.5;0.5;0.014932383;0.006128717
106222;1;280;2;4;18.84445784;23.5;0.2;0.008674723;0.003560378
32594;1;280;2;4;18.84445784;25.5;0.09;0.004596346;0.001886484
32594;4;280;2;4;18.84445784;15.5;0.065;0.001226497;0.000503393
116957;1;10;2;4;18.84445784;32.5;0.275;0.022813362;0.007864677
116957;2;10;2;4;18.84445784;36;0.18;0.018321768;0.006316245
116957;3;10;2;5;18.84445784;21;0.32;0.011083539;0.003005731
116957;4;10;2;5;18.84445784;13.5;0.09;0.001288249;0.000349359
116957;5;10;2;4;18.84445784;33.5;0.275;0.02423886;0.008356102
116957;6;20;2;5;18.84445784;22;0.19;0.007222522;0.001958666
116957;7;10;2;5;18.84445784;14.5;0.28;0.004623639;0.001253879
116957;8;10;2;4;18.84445784;42.5;0.28;0.039721512;0.013693591
116957;9;20;1;1;18.84445784;50;0.225;0.044178647;0.020299031
116957;10;10;2;5;18.84445784;22;0.11;0.00418146;0.001133965
116957;11;10;2;5;18.84445784;27.5;0.185;0.010988211;0.002979879
260068;1;280;2;4;18.84445784;52;0.265;0.056278491;0.023098455
260853;1;45;2;5;18.84445784;29;0.085;0.005614419;0.001522567
260853;2;45;2;5;18.84445784;22;0.055;0.00209073;0.000566982
260853;3;45;2;5;18.84445784;29;0.075;0.004953899;0.001343442
260853;4;45;2;5;18.84445784;21.5;0.025;0.000907626;0.000246138
260853;5;45;2;1;18.84445784;31;0.105;0.00792506;0.003641376
260853;6;45;2;2;18.84445784;32;0.2;0.016084954;0.007252594
260853;7;45;2;2;18.84445784;25;0.12;0.005890486;0.002655979
260853;8;45;2;3;18.84445784;13;0.265;0.003517406;0.001396328
260853;9;45;2;3;18.84445784;14;0.18;0.002770885;0.001099977
98951;1;330;2;5;18.84445784;20;0.575;0.018064158;0.005542707
98951;2;330;2;5;18.84445784;15;0.24;0.00424115;0.001301331
98951;3;330;2;5;18.84445784;41;0.185;0.024424705;0.007494342
98951;4;500;2;5;18.84445784;23.5;0.12;0.005204834;0.001597022
247388;1;300;2;5;18.84445784;19;0.18;0.005103517;0.001565935
247388;2;300;2;4;18.84445784;30;0.3;0.02120575;0.008703504
247388;3;300;2;4;18.84445784;37.5;0.34;0.03755185;0.015412455
247388;4;300;2;5;18.84445784;12.5;0.25;0.003067962;0.000941356
247388;5;300;2;5;18.84445784;76.5;0.425;0.195344722;0.059938498
247388;6;300;2;5;18.84445784;12;0.075;0.00084823;0.000260266
163384;1;330;2;4;18.84445784;25;0.2;0.009817477;0.0040294
163384;2;510;2;4;18.84445784;28.5;0.185;0.011801884;0.004843863
163384;3;330;2;4;18.84445784;44.5;0.22;0.034216264;0.014043426
163384;4;510;2;4;18.84445784;15;0.22;0.003887721;0.001595642
163384;5;330;2;4;18.84445784;45;0.6;0.095425877;0.039165768
163384;6;510;2;4;18.84445784;11;0.15;0.001425498;0.000585069
163384;7;510;2;5;18.84445784;45.5;0.205;0.033332396;0.010227529
5715;1;80;2;1;18.84445784;27.5;0.23;0.013661019;0.006276912
5715;2;20;2;3;18.84445784;29.5;0.385;0.026314471;0.010446235
5715;3;20;2;1;18.84445784;18.5;0.325;0.008736082;0.004014021
5715;4;80;2;3;18.84445784;49.5;0.365;0.070241398;0.027884205
5715;5;80;2;3;18.84445784;67;0.42;0.148077399;0.058783292
5715;6;80;2;4;18.84445784;34.5;0.48;0.044871368;0.015468951
5715;7;20;2;3;18.84445784;13;0.1;0.001327323;0.000526916
5715;8;20;2;5;18.84445784;17.5;0.165;0.003968715;0.001076271
5715;9;80;2;1;18.84445784;24;0.185;0.008369203;0.003845448
5715;10;20;2;2;18.84445784;22.5;0.21;0.008349764;0.00376485
5715;11;20;2;4;18.84445784;42.5;0.285;0.040430825;0.013938119
5715;12;80;2;4;18.84445784;15;0.155;0.002739076;0.000944269
5715;13;20;2;4;18.84445784;13;0.08;0.001061858;0.000366065
5715;14;80;2;2;18.84445784;25;0.18;0.008835729;0.003983969
5715;15;20;2;3;18.84445784;18;0.15;0.003817035;0.001515274
5715;16;20;2;2;18.84445784;21;0.16;0.005541769;0.002498745
5715;17;120;2;5;18.84445784;14;0.33;0.005079955;0.001377627
5715;18;20;2;4;18.84445784;12;0.185;0.002092301;0.0007213
5715;19;20;2;1;18.84445784;23.5;0.21;0.009108459;0.004185119
5715;20;120;2;5;18.84445784;32.5;0.1;0.008295768;0.002249719
5715;21;20;2;5;18.84445784;24;0.24;0.010857344;0.002944389
5715;22;20;2;4;18.84445784;26;0.185;0.009822189;0.003386101
5715;23;20;2;4;18.84445784;16.5;0.235;0.005024879;0.001732276
5715;24;80;2;5;18.84445784;21.5;0.21;0.007624056;0.002067558
5715;25;80;2;5;18.84445784;23;0.415;0.017242239;0.004675901
5715;26;80;2;5;18.84445784;18.5;0.15;0.004032038;0.001093443
5715;27;20;2;2;18.84445784;12.5;0.41;0.005031457;0.002268649
5715;28;20;2;2;18.84445784;15.5;0.125;0.002358649;0.001063498
5715;29;80;2;1;18.84445784;28.5;0.18;0.011482914;0.005276124
5715;30;20;2;3;18.84445784;10;0.1;0.000785398;0.000311785
5715;31;20;2;1;18.84445784;23;0.255;0.010594629;0.004867978
5715;32;20;2;2;18.84445784;25;0.28;0.013744468;0.006197285
5715;33;20;2;3;18.84445784;17;0.14;0.003177721;0.001261482
5715;34;20;2;1;18.84445784;12.5;0.135;0.001656699;0.000761214
5715;35;20;2;4;18.84445784;18;0.095;0.002417456;0.000833393
5715;36;20;2;2;18.84445784;11.5;0.12;0.001246427;0.000562005
5715;37;20;2;2;18.84445784;11;0.1;0.000950332;0.000428498
5715;38;80;2;2;18.84445784;15.5;0.17;0.003207762;0.001446358
5715;39;80;2;3;18.84445784;43;0.18;0.026139622;0.010376823
5715;40;20;2;2;18.84445784;24.5;0.265;0.012493034;0.005633022
5715;41;20;2;2;18.84445784;10;0.15;0.001178097;0.000531196
5715;42;20;2;3;18.84445784;15.5;0.24;0.004528606;0.001797751
5715;43;20;2;3;18.84445784;11.5;0.14;0.001454165;0.00057727
5715;44;20;2;3;18.84445784;18;0.155;0.00394427;0.001565784
5716;1;120;2;4;18.84445784;50.5;1.225;0.245362804;0.084586352
5716;2;120;2;5;18.84445784;33;0.23;0.019671868;0.005334789
5716;3;80;2;5;18.84445784;53.5;1.16;0.260768684;0.070717526
5716;4;120;2;3;18.84445784;11;0.28;0.002660929;0.001056327
5716;5;120;2;5;18.84445784;32.5;0.3;0.024887304;0.006749156
5716;6;120;2;5;18.84445784;32;0.35;0.02814867;0.007633602
6151;1;120;2;4;18.84445784;13.5;0.375;0.005367706;0.001850462
6151;2;120;2;4;18.84445784;10;0.355;0.002788163;0.000961191
6151;3;120;2;4;18.84445784;22;0.28;0.010643716;0.003669314
6151;4;120;2;4;18.84445784;11;0.11;0.001045365;0.000360379
6151;5;120;2;4;18.84445784;8.5;0.355;0.002014448;0.000694461
183904;1;49;2;1;18.84445784;18.5;0.14;0.003763235;0.001729117
197468;1;60;2;1;18.84445784;23.5;0.225;0.009759063;0.004484056
124668;2;10;2;5;18.84445784;37;0.315;0.033869118;0.009184923
124668;13;10;2;5;18.84445784;19;0.235;0.006662925;0.00180691
124668;18;10;2;5;18.84445784;31;0.335;0.025284716;0.00685693
124668;20;10;2;5;18.84445784;27;0.275;0.01574527;0.00426994
124668;21;10;2;3;18.84445784;18.5;0.345;0.009273687;0.003681439
40523;1;330;2;4;18.84445784;80;0.075;0.037699112;0.015472896
40523;2;352;2;4;18.84445784;12;0.11;0.001244071;0.000510606
40523;3;330;2;5;18.84445784;52.5;0.27;0.05844835;0.01793397
40523;4;330;2;3;18.84445784;23.5;0.425;0.018433786;0.008294309
40523;5;330;2;5;18.84445784;33.5;0.25;0.022035327;0.006761198
40523;6;330;2;5;18.84445784;48.5;0.125;0.02309316;0.007085778
40523;7;260;2;5;18.84445784;34;0.225;0.020428206;0.006268078
40523;8;330;2;5;18.84445784;37.5;0.175;0.019328158;0.005930545
40523;9;330;2;4;18.84445784;33;0.175;0.014967725;0.006143223
40523;10;330;2;4;18.84445784;72.5;0.425;0.175450587;0.072010414
40523;11;330;2;3;18.84445784;47;0.225;0.039036252;0.01756442
40523;12;330;2;4;18.84445784;36.5;0.225;0.023542801;0.009662703
40523;13;330;2;4;18.84445784;36.5;0.175;0.018311067;0.007515435
40523;14;330;2;1;18.84445784;50.5;0.2;0.040059233;0.020483849
40523;15;330;2;2;18.84445784;35;0.125;0.012026409;0.005944482
128068;1;10;2;4;18.84445784;19.5;0.15;0.004479715;0.001544336
128068;2;10;2;1;18.84445784;23.5;0.105;0.004554229;0.002092559
128068;3;10;2;4;18.84445784;13;0.08;0.001061858;0.000366065
128068;4;10;2;3;18.84445784;13.5;0.125;0.001789235;0.000710285
128068;5;10;2;4;18.84445784;12;0.13;0.001470265;0.000506859
128068;6;10;2;1;18.84445784;18;0.1;0.00254469;0.001169224
128068;7;10;2;5;18.84445784;12;0.1;0.001130973;0.000306707
128068;8;10;2;4;18.84445784;14.5;0.13;0.00214669;0.00074005
128068;9;10;2;4;18.84445784;16;0.08;0.001608495;0.000554513
128068;10;10;2;1;18.84445784;36;0.395;0.040206103;0.018473742
128068;11;10;2;4;18.84445784;10;0.125;0.000981748;0.000338448
128068;12;10;2;3;18.84445784;14;0.1;0.00153938;0.000611098
128068;13;49;2;2;18.84445784;41.5;0.29;0.039226908;0.017687139
128304;1;90;2;2;18.84445784;67.5;0.45;0.161031167;0.072607831
128304;2;90;2;5;18.84445784;21;0.12;0.004156327;0.001127149
128304;3;90;2;5;18.84445784;37.5;0.35;0.038656316;0.010483157
128304;4;90;2;4;18.84445784;37.5;0.2;0.022089323;0.007615071
128304;5;90;2;1;18.84445784;105;0.625;0.541188422;0.248663133
128304;6;90;2;4;18.84445784;20;0.325;0.010210176;0.003519855
128304;7;90;2;1;18.84445784;73;0.35;0.146488538;0.067307979
128304;8;90;2;3;18.84445784;41;0.1;0.013202543;0.005241103
85512;1;440;2;4;18.84445784;31;0.255;0.019246575;0.007899397
104430;1;280;1;1;18.84445784;22;0.14;0.005321858;0.002721274
104430;2;280;1;1;18.84445784;23;0.045;0.00186964;0.00095602
104430;3;280;1;1;18.84445784;26;0.09;0.004778362;0.002443363
104430;4;280;1;1;18.84445784;18;0.04;0.001017876;0.00052048
104430;5;280;2;3;18.84445784;31;0.105;0.00792506;0.003565893
104430;6;280;2;3;18.84445784;22;0.085;0.003231128;0.001453851
104430;7;280;2;3;18.84445784;17.5;0.05;0.001202641;0.00054113
104430;8;280;2;3;18.84445784;27;0.105;0.00601183;0.002705032
104430;9;280;2;3;18.84445784;39;0.075;0.00895943;0.004031309
104430;10;280;2;3;18.84445784;35;0.11;0.01058324;0.004761945
104430;11;308;2;3;18.84445784;26;0.065;0.00345104;0.0015528
104430;12;308;2;4;18.84445784;36;0.035;0.003562566;0.001462189
104430;13;352;2;1;18.84445784;14;0.02;0.000307876;0.000157429
104430;14;280;2;3;18.84445784;18.5;0.055;0.001478414;0.000665215
104430;15;280;2;3;18.84445784;30.5;0.095;0.006940858;0.003123049
104430;16;280;2;3;18.84445784;25;0.1;0.004908739;0.002208694
104430;17;280;2;3;18.84445784;12;0.08;0.000904779;0.000407107
104430;18;280;2;3;18.84445784;14.5;0.075;0.001238475;0.000557254
104430;19;280;2;3;18.84445784;16.5;0.085;0.00181751;0.000817791
104430;20;280;2;3;18.84445784;29;0.05;0.003302599;0.001486009
104430;21;280;2;3;18.84445784;15.5;0.065;0.001226497;0.000551864
104430;22;308;2;3;18.84445784;41.5;0.08;0.010821216;0.004869022
104430;23;308;2;2;18.84445784;37;0.075;0.008064076;0.003985957
104430;24;308;2;2;18.84445784;37.5;0.07;0.007731263;0.003821453
104430;25;308;1;1;18.84445784;48.5;0.06;0.011084717;0.005668048
104430;26;280;1;1;18.84445784;74.5;0.055;0.023975359;0.012259536
104430;27;308;2;1;18.84445784;29;0.06;0.003963119;0.002026497
104430;28;308;1;1;18.84445784;42;0.08;0.011083539;0.005667446
104430;29;280;1;1;18.84445784;26.5;0.09;0.004963913;0.002538242
104430;30;280;1;1;18.84445784;30.5;0.055;0.004018392;0.00205476
104430;31;280;1;1;18.84445784;21;0.07;0.002424524;0.001239754
104430;32;280;1;1;18.84445784;15.5;0.175;0.003302108;0.001688497
104430;33;280;1;1;18.84445784;29.5;0.22;0.015036841;0.007688923
104430;34;280;1;1;18.84445784;17.5;0.075;0.001803961;0.000922436
104430;35;280;1;1;18.84445784;32.5;0.055;0.004562672;0.002333072
104430;36;280;1;1;18.84445784;42;0.09;0.012468981;0.006375877
104430;37;280;1;1;18.84445784;21.5;0.065;0.002359827;0.001206672
104430;38;280;1;1;18.84445784;42;0.065;0.009005375;0.0046048
104430;39;280;1;1;18.84445784;37;0.155;0.016665756;0.008521851
104430;40;280;1;1;18.84445784;40;0.135;0.0169646;0.008674662
104430;41;280;1;1;18.84445784;38.5;0.08;0.009313251;0.004762229
104430;42;280;1;1;18.84445784;29;0.09;0.005944679;0.003039746
5100;1;20;2;2;18.84445784;86;0.45;0.261396217;0.117861732
5100;2;10;2;2;18.84445784;47.5;0.325;0.057591775;0.02596773
5100;3;20;2;2;18.84445784;55;0.45;0.106912325;0.048206022
5100;4;120;2;5;18.84445784;35.5;0.26;0.025734749;0.006978974
5100;5;120;2;1;18.84445784;20;0.125;0.003926991;0.001804358
5100;6;120;2;5;18.84445784;53.5;0.46;0.103408271;0.028043157
5100;7;120;2;5;18.84445784;21;0.325;0.011256719;0.003052695
5100;8;120;2;5;18.84445784;55;0.305;0.072462798;0.019651094
5100;9;20;2;3;18.84445784;57;1.035;0.264107019;0.10484436
5100;10;120;2;5;18.84445784;26;0.215;0.011414977;0.003095613
5100;11;20;2;4;18.84445784;64;0.54;0.173717507;0.059887358
5100;12;120;2;5;18.84445784;20;0.235;0.007382743;0.002002117
5100;13;20;2;2;18.84445784;56.5;0.48;0.12034499;0.054262717
5100;14;10;2;2;18.84445784;20.5;0.17;0.005611081;0.002529997
5100;15;10;2;1;18.84445784;10.5;0.085;0.000736016;0.000338182
5100;16;120;2;5;18.84445784;18.5;0.305;0.008198477;0.002223334
5100;17;10;2;2;18.84445784;9.5;0.17;0.001204997;0.000543325
5100;18;20;2;3;18.84445784;17.5;0.465;0.011184561;0.004440011
152841;1;308;2;3;18.84445784;22.5;0.185;0.007355745;0.003309728
152841;2;308;2;3;18.84445784;17.5;0.085;0.00204449;0.000919921
152841;3;308;2;3;18.84445784;15.5;0.09;0.001698227;0.00076412
152841;4;308;2;3;18.84445784;20;0.14;0.00439823;0.00197899
11355;1;120;2;5;18.84445784;24.5;0.105;0.00495007;0.001342403
11355;2;120;2;5;18.84445784;16.5;0.14;0.002993545;0.000811816
11355;3;51;2;3;18.84445784;24.5;0.145;0.006835811;0.002713658
11355;4;120;2;3;18.84445784;11.5;0.165;0.001713837;0.000680354
11355;5;120;2;4;18.84445784;12;0.17;0.001922655;0.000662816
11355;6;51;2;2;18.84445784;24.5;0.17;0.008014399;0.003613637
11355;7;120;2;5;18.84445784;14.5;0.16;0.002642079;0.000716502
11355;8;51;2;5;18.84445784;12.5;0.165;0.002024855;0.000549118
11355;9;51;2;3;18.84445784;12.5;0.125;0.001533981;0.000608955
11355;10;51;2;3;18.84445784;18;0.14;0.003562566;0.001414256
11355;11;51;2;4;18.84445784;13.5;0.23;0.003292193;0.00113495
11355;12;51;2;4;18.84445784;15;0.17;0.003004148;0.00103565
11355;13;51;2;5;18.84445784;50;0.23;0.045160394;0.01224699
11355;14;51;1;1;18.84445784;13;0.12;0.001592787;0.000731848
11355;15;20;2;5;18.84445784;47.5;0.06;0.010632328;0.002883367
11355;16;51;2;5;18.84445784;19.5;0.1;0.002986477;0.000809899
11355;17;51;2;3;18.84445784;19.5;0.135;0.004031743;0.001600509
11355;18;51;2;5;18.84445784;17.5;0.095;0.002285018;0.000619671
11355;19;51;2;2;18.84445784;19;0.095;0.002693523;0.001214491
11355;20;51;2;3;18.84445784;13.5;0.095;0.001359819;0.000539816
11355;21;51;2;4;18.84445784;16.5;0.135;0.002886633;0.000995138
11355;22;51;2;2;18.84445784;16;0.175;0.003518584;0.001586505
11355;23;51;2;4;18.84445784;23;0.165;0.006855348;0.002363312
11355;24;51;2;4;18.84445784;17;0.145;0.003291211;0.001134612
11355;25;51;1;1;18.84445784;35.5;0.235;0.023260254;0.01068753
11355;26;120;2;5;18.84445784;18.5;0.115;0.003091229;0.000838306
11355;27;20;2;3;18.84445784;15;0.07;0.001237002;0.000491061
193583;1;308;2;2;18.84445784;16.5;0.225;0.004811055;0.002378036
117163;1;280;2;5;18.84445784;22;0.07;0.002660929;0.000816465
117163;2;280;2;2;18.84445784;13;0.35;0.00464563;0.002296269
17865;1;20;2;2;18.84445784;55;0.45;0.106912325;0.048206022
17865;2;20;2;5;18.84445784;32.5;0.26;0.021568997;0.005849269
17865;3;20;2;5;18.84445784;48;0.58;0.104954327;0.02846243
17865;4;20;2;4;18.84445784;62;0.555;0.167558415;0.057764073
17865;5;80;2;4;18.84445784;31;0.215;0.016227504;0.005594268
17865;6;80;2;4;18.84445784;15;0.17;0.003004148;0.00103565
17865;7;20;2;2;18.84445784;16.5;0.115;0.002458983;0.001108739
17865;8;20;2;3;18.84445784;62.5;0.75;0.230097118;0.091343218
17865;9;20;2;3;18.84445784;81;0.6;0.309179841;0.122737225
17865;10;20;2;3;18.84445784;50;0.505;0.099156518;0.039362837
17865;11;20;2;3;18.84445784;32;0.575;0.046244244;0.018357892
17865;12;20;2;5;18.84445784;25.5;0.72;0.036770771;0.009971818
106130;1;260;2;4;18.84445784;22.5;0.125;0.004970098;0.002039884
106130;2;352;2;4;18.84445784;26.5;0.045;0.002481956;0.001018673
106130;3;352;2;4;18.84445784;30;0.055;0.003887721;0.001595642
106130;4;260;2;3;18.84445784;17.5;0.055;0.001322905;0.000595243
102381;1;330;2;4;18.84445784;11.5;1.1;0.01142558;0.004689416
102381;2;330;2;5;18.84445784;30;0.145;0.010249446;0.003144884
102381;3;330;2;5;18.84445784;35;0.21;0.020204368;0.006199397
102381;4;330;2;4;18.84445784;19;0.35;0.009923506;0.004072917
102381;5;330;2;4;18.84445784;12;0.15;0.00169646;0.00069628
135494;2;300;2;3;18.84445784;46.5;0.1;0.016982272;0.007641198
135494;8;300;1;1;18.84445784;22.5;0.04;0.001590431;0.00081325
135494;12;300;1;1;18.84445784;17.5;0.08;0.001924226;0.000983932
14468;1;80;2;3;18.84445784;50;0.725;0.142353417;0.056511004
14468;2;120;2;4;18.84445784;31.5;0.725;0.056500071;0.01947783
107451;1;280;2;2;18.84445784;10.5;0.25;0.002164754;0.001070007
107451;2;280;2;2;18.84445784;32.5;0.01;0.000829577;0.000410048
107451;3;280;2;2;18.84445784;20;0.01;0.000314159;0.000155284
107451;4;280;2;5;18.84445784;12.5;0.295;0.003620195;0.001110801
107451;5;280;2;4;18.84445784;13;0.095;0.001260957;0.000517536
107451;6;280;2;5;18.84445784;39;0.295;0.035240423;0.010812977
107451;7;280;2;5;18.84445784;31;0.13;0.009811979;0.003010654
107451;8;280;2;2;18.84445784;19.5;0.24;0.007167544;0.003542814
107451;9;280;2;2;18.84445784;22.5;0.28;0.011133019;0.005502892
107451;10;280;2;1;18.84445784;13.5;0.105;0.001502958;0.000768521
107451;11;280;2;1;18.84445784;25;0.1;0.004908739;0.00251003
107451;12;280;2;1;18.84445784;22;0.11;0.00418146;0.002138144
107451;13;280;2;1;18.84445784;21;0.2;0.006927212;0.003542154
107451;14;280;2;1;18.84445784;17;0.25;0.005674502;0.002901594
107451;15;280;2;1;18.84445784;23.5;0.255;0.011060271;0.005655548
107451;16;280;2;1;18.84445784;15;0.175;0.003092505;0.001581319
107451;17;280;2;1;18.84445784;28.5;0.325;0.020733039;0.010601612
107451;18;280;2;1;18.84445784;26;0.18;0.009556725;0.004886726
107451;19;280;2;1;18.84445784;30.5;0.325;0.023745041;0.012141766
107451;20;280;2;1;18.84445784;13;0.15;0.001990984;0.001018068
107451;21;280;2;1;18.84445784;15;0.125;0.002208932;0.001129513
107451;22;280;2;1;18.84445784;43.5;0.43;0.063905296;0.032677271
