idpunto;LAT_ND_W84;LON_ND_W84;NORD_ND_GB;EST_ND_GB;FUSO;codISTAT05;nomedist05;codcfor;Napv_ha;Gapv_ha;Vapv_ha;W1apv_ha;W2apv_ha;W3apv_ha;W4apv_ha;Capv_ha;Napm_ha;Gapm_ha;Vapm_ha;Wapm_ha;Capm_ha;ICVapv_ha;ICWapv_ha;ICCapv_ha;Nce_ha;Vce_ha;Wce_ha;Cce_ha;Vne_ha;Wne_ha;Cne_ha;Nrin1_ha;Wrin1_ha;Crin1_ha;Nrin2_ha;Wrin2_ha;Crin2_ha;Nrin3_ha;Wrin3_ha;Crin3_ha;Warb1_ha;Carb1_ha;Warb2_ha;Carb2_ha;Warb3_ha;Carb3_ha;Vut_ha;Wut_ha;Cut_ha
110004;44.31874772;7.08707495;4909075;1347482;Ovest;001;Piemonte;4;263.8224098;11.73375917;43.29712781;19.70080508;6.064795376;0.427275294;26.19287575;13.09643788;113.0667471;1.085609529;3.95938111;1.872977273;0.936488637;1.048396659;0.608724239;0.30436212;0;0;0;0;0;0;0;795.7747155;0.026074354;0.013037177;795.7747155;0.263877304;0.131938652;0;0;0;0.848407255;0.424203628;1.938952841;0.96947642;3.197882765;1.598941382;0;0;0
110010;44.31874772;7.16228596;4908938;1353480;Ovest;001;Piemonte;20;575.9337429;8.775621203;42.87234057;18.06502791;8.559826875;0.803772828;27.42862761;13.71431381;0;0;0;0;0;3.734908129;2.060549202;1.030274601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.777706651;0.388853325;2.520638693;1.260319346;0;0;0;0;0
110014;44.31874772;7.21242664;4908849;1357478;Ovest;001;Piemonte;4;546.4892775;24.16535732;176.8949946;85.08375231;19.53620973;1.947633191;106.5675952;53.28379761;131.9112049;2.382494806;13.54292162;5.099159573;2.549579786;2.450943945;1.423076824;0.711538412;0;0;0;0;2.192728977;0.647759696;0.323879848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110039;44.31874772;7.52580586;4908352;1382468;Ovest;001;Piemonte;14;2773.668639;25.13117609;171.2570948;85.510928;32.3308835;2.913708067;120.7555196;60.37775978;56.53337353;11.0510906;70.36692065;36.99276944;18.49638472;8.700335742;6.468114738;3.234057369;56.53337353;0.737563262;0.338390286;0.169195143;0;0;0;10345.0713;0.338966606;0.169483303;0;0;0;0;0;0;0.329936155;0.164968077;0;0;0;0;0;0;0
110063;44.31874772;7.82664991;4907965;1406459;Ovest;001;Piemonte;14;802.067237;25.79164405;234.204994;111.0090079;30.8284864;3.080472079;144.9179664;72.4589832;37.68891569;2.643721911;32.26106213;16.57267791;8.286338955;8.169458395;6.073443119;3.036721559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.094267473;0.047133736;0.775581136;0.387790568;0;0;0;0;0
110067;44.31874772;7.87679059;4907909;1410457;Ovest;001;Piemonte;11;5055.025817;41.22596638;251.4589079;119.3663127;42.37134814;4.422351041;166.1600119;83.08000596;1231.956432;3.73959922;18.22807103;9.529018205;4.764509103;9.991537835;6.477061777;3.238530888;0;0;0;0;7.17247243;2.82723694;1.41361847;2387.324146;0.078223063;0.039111531;0;0;0;2387.324146;5.142606563;2.571303282;0.117834341;0.05891717;0.581685852;0.290842926;3.197882765;1.598941382;0;0;0
110074;44.31874772;7.96453677;4907817;1417454;Ovest;001;Piemonte;11;2048.157012;29.88552791;196.6203136;94.93259644;29.68593069;3.363739043;127.9822662;63.99113309;2813.713112;10.46147956;53.97036664;27.94253644;13.97126822;10.03724823;6.506693756;3.253346878;150.7556628;5.049284994;2.161846493;1.080923247;0.426189926;0.173180827;0.086590414;7161.972439;0.234669189;0.117334594;3183.098862;1.055509216;0.527754608;0;0;0;0.795616;0.397808;0;0;0;0;0;0;0
110081;44.31874772;8.05228295;4907732;1424452;Ovest;001;Piemonte;12;4634.558851;17.1173131;66.86325984;40.65977703;24.48899114;1.584087354;66.73285552;33.36642776;0;0;0;0;0;2.505252679;2.145387636;1.072693818;0;0;0;0;0.000168704;5.8036E-05;2.9018E-05;1591.549431;0.052148709;0.026074354;3978.873577;1.31938652;0.65969326;0;0;0;1.193424;0.596712;0;0;0;0;0;0;0
110087;44.31874772;8.12749396;4907666;1430449;Ovest;007;Liguria;11;833.8672596;2.06428615;6.175263569;2.330782778;2.783677257;0.073327346;5.187787381;2.593893691;0;0;0;0;0;2.828687929;1.833710362;0.916855181;2587.579618;3.739356632;1.866079535;0.933039768;0;0;0;3183.098862;0.104297417;0.052148709;34218.31276;11.34672408;5.673362038;29443.66447;63.42548095;31.71274047;0.047133736;0.023566868;0;0;0;0;0;0;0
110095;44.31874772;8.22777532;4907586;1438446;Ovest;007;Liguria;11;1595.890024;25.38694554;128.6207111;59.30539596;18.48502696;1.748509549;79.53893247;39.76946623;511.155919;2.764067685;10.58832649;4.692660016;2.346330008;3.099772939;2.009442506;1.004721253;94.22228922;0.8032752;0.281320694;0.140660347;5.941744953;1.767658393;0.883829196;2387.324146;0.078223063;0.039111531;3978.873577;1.31938652;0.65969326;1591.549431;3.428404376;1.714202188;0;0;0;0;0;0;0;0;0
110111;44.31874772;8.42833802;4907454;1454440;Ovest;007;Liguria;24;0;0;0;0;0;0;0;0;18.84445784;1.039358271;6.493414685;3.3357014;1.6678507;0;0;0;0;0;0;0;0.000508024;0.000220779;0.000110389;0;0;0;11936.62073;3.958159561;1.979079781;5570.423008;11.99941531;5.999707657;0.094267473;0.047133736;2.489093988;1.244546994;1.598941382;0.799470691;0;0;0
110122;44.31874772;9.29326467;4907337;1523412;Ovest;007;Liguria;15;1975.134738;27.05587594;140.7456804;91.48217775;29.67740645;1.953907897;123.1134921;61.55674605;0;0;0;0;0;3.617046985;3.468821782;1.734410891;56.53337353;0.141650953;0.068132358;0.034066179;0;0;0;0;0;0;16711.26902;5.541423386;2.770711693;0;0;0;0.424203628;0.212101814;5.308462534;2.654231267;0;0;0;0;0
110200;44.31874772;10.27100784;4908080;1601383;Ovest;008;Emilia Romagna;11;1342.667621;20.18867415;87.92350749;41.11363432;13.63940883;1.437147096;56.19019025;28.09509513;492.3114612;21.2346001;101.8495365;48.83317622;24.41658811;8.214059307;5.324802893;2.662401446;94.22228922;5.242920511;2.151858735;1.075929367;0.309328414;0.106412068;0.053206034;11140.84602;0.365040961;0.18252048;2387.324146;0.791631912;0.395815956;2387.324146;5.192378293;2.596189147;0.047133736;0.023566868;0;0;0;0;0;0;0
110210;44.31874772;10.39635953;4908242;1611379;Ovest;008;Emilia Romagna;8;1939.801379;21.87730758;133.8983628;82.81511019;22.27183839;2.607237602;107.6941862;53.84709309;0;0;0;0;0;3.818918925;2.927351829;1.463675915;0;0;0;0;0;0;0;795.7747155;0.026074354;0.013037177;795.7747155;0.263877304;0.131938652;0;0;0;0.047133736;0.023566868;0.193895284;0.096947642;0;0;0;0;0
110212;44.31874772;10.42142987;4908277;1613379;Ovest;008;Emilia Romagna;8;6215.137753;43.41550093;211.4101491;126.4808974;42.72166663;3.986506425;173.1890705;86.59453523;0;0;0;0;0;9.136914665;7.003805105;3.501902552;0;0;0;0;0;0;0;3183.098862;0.104297417;0.052148709;7957.747155;2.638773041;1.31938652;6366.197724;13.7136175;6.856808751;0;0;0;0;0;0;0;0;0
110216;44.31874772;10.47157054;4908347;1617377;Ovest;008;Emilia Romagna;10;1028.200731;12.9630251;75.69027807;49.10089876;10.77276551;1.544079221;61.41774349;30.70887174;0;0;0;0;0;3.462461288;2.828839261;1.414419631;979.9118079;4.979447445;2.033140976;1.016570488;0.416878006;0.173153229;0.086576614;7957.747155;0.260743543;0.130371772;15119.71959;5.013668778;2.506834389;1591.549431;3.428404376;1.714202188;0.282802418;0.141401209;0.96947642;0.48473821;1.598941382;0.799470691;0;0;0
110242;44.31874772;10.79748493;4908866;1643367;Ovest;008;Emilia Romagna;11;1329.712057;38.48742939;334.8509053;191.6890483;40.421796;5.58720031;237.6980446;118.8490223;1571.156673;9.40269576;55.24660965;28.95084224;14.47542112;23.0650145;14.95200501;7.476002506;18.84445784;0.104431641;0.042862015;0.021431008;2.2143869;0.774639606;0.387319803;8753.52187;0.286817898;0.143408949;2387.324146;0.791631912;0.395815956;0;0;0;0;0;0;0;0;0;0;0;0
110373;44.3097483;7.05029505;4908144;1344525;Ovest;001;Piemonte;1;594.7782007;34.9401429;212.7755681;99.41817249;16.7956206;2.218362851;118.4321559;59.21607797;0;0;0;0;0;0.931477304;0.503212715;0.251606357;18.84445784;2.251501992;0.61058195;0.305290975;28.15304212;7.486217397;3.743108698;0;0;0;795.7747155;0.615621665;0.307810832;0;0;0;0;0;0;0;0;0;0;0;0
110475;44.3097483;8.32868689;4906515;1446485;Ovest;007;Liguria;11;1537.001093;36.1166824;192.224714;97.62894929;28.12603835;3.523845036;129.2788327;64.63941634;661.9115818;4.112661867;16.40574172;8.380618289;4.190309144;6.134497052;3.976716801;1.9883584;0;0;0;0;5.57496631;2.492606318;1.246303159;1591.549431;0.052148709;0.026074354;0;0;0;1591.549431;3.428404376;1.714202188;0;0;0;0;0;0;0;0;0
110485;44.3097483;8.45401942;4906441;1456481;Ovest;007;Liguria;15;37.68891569;0.582025832;2.474389946;1.51523896;0.778817645;0.036911203;2.330967808;1.165483904;1382.712094;10.07833414;33.88498961;17.18941294;8.594706469;0.087977677;0.084372385;0.042186193;37.68891569;0.184470368;0.063594298;0.031797149;6.812859648;2.312066293;1.156033146;0;0;0;0;0;0;0;0;0;2.078595937;1.039297969;0;0;0;0;0;0;0
110513;44.3097483;9.56947896;4906453;1545446;Ovest;007;Liguria;11;2071.712584;33.36565757;260.8459251;134.5624331;30.40849934;4.063701055;169.0346334;84.51731672;131.9112049;2.845007386;21.29458462;11.1003465;5.550173252;8.413581816;5.454144306;2.727072153;131.9112049;1.687177442;0.682085192;0.341042596;8.135016612;3.628523421;1.814261711;4774.648293;0.156446126;0.078223063;4774.648293;1.583263825;0.791631912;2387.324146;5.142606563;2.571303282;0.447770496;0.223885248;1.163371704;0.581685852;3.197882765;1.598941382;0;0;0
110518;44.3097483;9.63214523;4906490;1550444;Ovest;007;Liguria;6;1547.601101;30.36950107;247.3753694;126.3101613;39.31374923;2.928792213;168.5527027;84.27635137;1145.978593;4.4851695;24.00880487;12.49484488;6.24742244;6.205917252;3.683450553;1.841725276;0;0;0;0;3.65113598;1.247920335;0.623960167;27852.11504;0.912602401;0.456301201;795.7747155;0.263877304;0.131938652;0;0;0;0.117834341;0.05891717;4.26569625;2.132848125;33.57776903;16.78888451;0;0;0
110519;44.3097483;9.64467848;4906498;1551443;Ovest;007;Liguria;11;2637.04632;23.15550735;111.0777167;52.02475804;22.07453739;2.112932886;76.21222832;38.10611416;1213.111974;5.603709925;24.39750129;12.75418741;6.377093705;2.340688462;1.517362394;0.758681197;18.84445784;0.01876506;0.007701768;0.003850884;0;0;0;11936.62073;0.391115315;0.195557657;2387.324146;0.791631912;0.395815956;0;0;0;0.329936155;0.164968077;0.387790568;0.193895284;7.994706911;3.997353456;0;0;0
110527;44.3097483;9.74494451;4906565;1559440;Ovest;007;Liguria;10;734.933856;19.21203258;84.49847437;55.67606805;11.38862481;1.577976123;68.64266899;34.32133449;18.84445784;0.250126804;0.992754812;0.521985651;0.260992825;1.358441533;1.109850024;0.554925012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.377069891;0.188534946;0;0;0;0;0;0;0
110528;44.3097483;9.75747776;4906574;1560440;Ovest;009;Toscana;8;1396.845438;26.55497481;196.6558252;123.0166262;29.63842793;3.870528922;156.5255831;78.26279153;0;0;0;0;0;16.94448877;12.98861829;6.494309146;0;0;0;0;0;0;0;0;0;0;2387.324146;0.791631912;0.395815956;0;0;0;0.117834341;0.05891717;0;0;0;0;0;0;0
110531;44.3097483;9.79507752;4906602;1563439;Ovest;009;Toscana;11;1717.201221;29.7822951;224.2303184;108.3907388;30.16103195;3.699209741;142.2509805;71.12549023;2918.535409;8.583863487;40.26547423;21.03698362;10.51849181;16.69674941;10.82374697;5.411873486;169.6001206;5.202543163;1.891586977;0.945793489;0.785432698;0.270196704;0.135098352;5570.423008;0.18252048;0.09126024;795.7747155;0.263877304;0.131938652;0;0;0;0;0;0;0;0;0;0;0;0
110576;44.3097483;10.35907392;4907193;1608422;Ovest;008;Emilia Romagna;8;1369.75653;29.44577095;268.5486365;169.5179843;38.06326524;5.423182191;213.0044317;106.5022159;199.044586;1.000507215;2.151090511;1.124517269;0.562258634;8.563648221;6.564373787;3.282186894;131.9112049;0.735311751;0.260128877;0.130064439;0;0;0;0;0;0;795.7747155;0.263877304;0.131938652;1591.549431;3.428404376;1.714202188;0;0;0;0;0;0;0;0;0
110589;44.3097483;10.52200621;4907421;1621418;Ovest;008;Emilia Romagna;10;1867.956884;39.48312647;338.2600776;222.6263774;45.29285271;6.109861876;274.029092;137.014546;236.7335017;0.73308244;3.509180878;1.817342584;0.908671292;7.554439939;6.171995734;3.085997867;37.68891569;0.248683764;0.102135013;0.051067507;0.647665617;0.287778797;0.143889399;795.7747155;0.026074354;0.013037177;0;0;0;795.7747155;1.714202188;0.857101094;0.306369287;0.153184643;0.193895284;0.096947642;1.598941382;0.799470691;0;0;0
110590;44.3097483;10.53453947;4907440;1622417;Ovest;008;Emilia Romagna;8;4509.714318;38.81368576;193.4234386;117.0862335;35.78711037;3.71074048;156.5840843;78.29204216;1231.956432;6.267322976;23.68419147;12.37053496;6.185267479;5.617064858;4.305701538;2.152850769;207.2890363;1.113667393;0.455053341;0.22752667;0.534664543;0.222089604;0.111044802;3183.098862;0.104297417;0.052148709;795.7747155;0.263877304;0.131938652;795.7747155;1.714202188;0.857101094;0.023566868;0.011783434;0;0;0;0;0;0;0
110591;44.3097483;10.54707272;4907458;1623417;Ovest;008;Emilia Romagna;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110607;44.3097483;10.74760477;4907780;1639411;Ovest;008;Emilia Romagna;11;1187.200844;35.20349756;260.5428883;128.6690742;37.30344889;4.030619074;170.0031421;85.00157107;131.9112049;1.596963439;10.47013873;5.471152743;2.735576372;5.671937522;3.676860392;1.838430196;0;0;0;0;0;0;0;3978.873577;0.130371772;0.065185886;2387.324146;0.791631912;0.395815956;0;0;0;0;0;0;0;0;0;0;0;0
110651;44.3097483;11.29906792;4908866;1683395;Ovest;008;Emilia Romagna;11;244.977952;58.13191123;194.0723209;94.42745927;21.0414314;2.712578582;118.1814692;59.09073462;0;0;0;0;0;1.818021243;1.178540891;0.589270445;75.37783138;0.267548728;0.132245514;0.066122757;11.52831725;4.724387371;2.362193685;1591.549431;0.052148709;0.026074354;795.7747155;0.263877304;0.131938652;0;0;0;0.65987231;0.329936155;1.745057557;0.872528778;0;0;0;0;0
110773;44.30074888;7.42706043;4906499;1374556;Ovest;001;Piemonte;7;933.9784419;66.36990781;754.0401495;360.0647398;28.11461515;4.154015589;392.3333705;196.1666853;75.37783138;2.603760824;16.66669784;6.211480658;3.105740329;10.98784125;6.369806944;3.184903472;37.68891569;0.48822458;0.168310499;0.08415525;4.592170244;1.406212005;0.703106003;7161.972439;0.234669189;0.117334594;795.7747155;0.263877304;0.131938652;0;0;0;0.730572914;0.365286457;1.163371704;0.581685852;4.796824147;2.398412073;0;0;0
110783;44.30074888;7.55237382;4906315;1384552;Ovest;001;Piemonte;11;462.8669958;16.50466894;118.1154631;57.39940084;12.21739845;1.75777215;71.37457144;35.68728572;0;0;0;0;0;4.58127576;2.969833733;1.484916867;0;0;0;0;0;0;0;795.7747155;0.026074354;0.013037177;0;0;0;795.7747155;1.714202188;0.857101094;0.023566868;0.011783434;0;0;0;0;0;0;0
110790;44.30074888;7.64009319;4906196;1391549;Ovest;001;Piemonte;11;1469.867712;37.4439085;254.3098221;123.0614168;33.95104212;4.321831716;161.3342907;80.66714533;1562.912223;7.013633276;36.7201427;18.84297918;9.421489592;6.98922783;4.530800081;2.26540004;0;0;0;0;0;0;0;1591.549431;0.052148709;0.026074354;0;0;0;0;0;0;0.212101814;0.106050907;0.775581136;0.387790568;0;0;0;0;0
110791;44.30074888;7.65262452;4906179;1392549;Ovest;001;Piemonte;11;546.4892775;36.35311883;367.0102104;181.5032855;35.88221938;5.259418998;222.6449239;111.322462;538.2448272;5.908043203;46.83360375;22.07376971;11.03688485;6.703361016;4.345485563;2.172742781;0;0;0;0;21.4234594;8.641708654;4.320854327;0;0;0;0;0;0;0;0;0;1.591232;0.795616;0;0;0;0;0;0;0
110793;44.30074888;7.6776872;4906147;1394548;Ovest;001;Piemonte;11;263.8224098;21.61376791;146.3344384;63.51750793;17.6137755;1.729313867;82.8605973;41.43029865;0;0;0;0;0;6.082195074;3.942811796;1.971405898;0;0;0;0;4.046023055;1.073251473;0.536625736;3978.873577;0.130371772;0.065185886;1591.549431;0.527754608;0.263877304;2387.324146;5.142606563;2.571303282;1.45548831;0.727744155;0.193895284;0.096947642;0;0;0;0;0
110795;44.30074888;7.70274988;4906115;1396547;Ovest;001;Piemonte;19;1097.689669;6.390351322;25.55666666;15.27606902;5.231105494;0.505717999;21.01289251;10.50644625;0;0;0;0;0;2.950665395;2.220148455;1.110074228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.282802418;0.141401209;0;0;0;0;0;0;0
110803;44.30074888;7.80300059;4905993;1404544;Ovest;001;Piemonte;11;1493.423284;30.33620017;163.2005727;78.83056149;22.96139149;2.731919226;104.5238722;52.26193611;236.7335017;1.448311895;7.756025334;4.067075117;2.033537558;3.731630543;2.419047193;1.209523597;0;0;0;0;0;0;0;3183.098862;0.104297417;0.052148709;0;0;0;0;0;0;0.023566868;0.011783434;0.193895284;0.096947642;0;0;0;0;0
110853;44.30074888;8.42956752;4905454;1454524;Ovest;007;Liguria;14;1732.512343;12.4700792;73.21159255;41.65117913;16.4200328;1.251808204;59.32302014;29.66151007;406.3336223;12.08943134;59.54618401;27.73114806;13.86557403;2.23476434;1.661397053;0.830698527;94.22228922;0.490513092;0.222021504;0.111010752;12.3464465;3.873025941;1.936512971;7161.972439;0.234669189;0.117334594;1591.549431;0.527754608;0.263877304;1591.549431;3.428404376;1.714202188;0;0;0.96947642;0.48473821;1.598941382;0.799470691;0;0;0
110865;44.30074888;9.43207461;4905387;1534492;Ovest;007;Liguria;14;492.3114612;6.336514858;32.54505502;17.32070212;7.546433964;0.545718433;25.41285452;12.70642726;416.9336298;1.622586636;6.151840031;3.219436362;1.609718181;0.516416803;0.383921177;0.191960588;199.044586;0.39723263;0.163036709;0.081518354;0.001707599;0.000513937;0.000256969;0;0;0;0;0;0;0;0;0;0;0;2.263654;1.131827;0;0;0;0;0
110895;44.30074888;9.80801477;4905613;1564480;Ovest;009;Toscana;11;791.4672295;36.81267133;337.5585668;171.4540778;37.06316192;5.231334264;213.748574;106.874287;226.1334941;9.030465635;82.8946632;42.20197652;21.10098826;9.606950567;6.227751256;3.113875628;37.68891569;11.01011198;3.710116271;1.855058135;1.322958652;0.56332135;0.281660675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110922;44.30074888;10.14636091;4905934;1591471;Ovest;009;Toscana;10;575.9337429;5.929873797;22.73245039;14.42770312;3.773728399;0.466497195;18.66792872;9.333964358;18.84445784;0.179084871;0.677152053;0.35399216;0.17699608;2.419415738;1.97666852;0.98833426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.790136;0.895068;1.131828;0.565914;0.565914;0.282957;0;0;0
110945;44.30074888;10.4345817;4906296;1614462;Ovest;008;Emilia Romagna;14;1902.112464;16.44962994;99.9681518;57.62208259;19.86113491;1.769488672;79.25270617;39.62635308;0;0;0;0;0;3.642499127;2.707953231;1.353976615;56.53337353;0.54485277;0.259830894;0.129915447;2.982392123;1.428208622;0.714104311;7161.972439;0.234669189;0.117334594;7161.972439;2.374895737;1.187447868;2387.324146;5.142606563;2.571303282;0.047133736;0.023566868;0.193895284;0.096947642;0;0;0;0;0
110946;44.30074888;10.44711304;4906313;1615462;Ovest;008;Emilia Romagna;10;2120.001508;38.47577407;311.4145841;196.2341775;44.23125893;5.396456798;245.8618932;122.9309466;199.044586;0.766013336;0.689412003;0.360401247;0.180200623;5.953591878;4.86409899;2.432049495;0;0;0;0;0.179578218;0.061776703;0.030888352;0;0;0;3183.098862;1.055509216;0.527754608;0;0;0;0.471337364;0.235668682;4.071800965;2.035900483;1.598941382;0.799470691;0;0;0
110997;44.30074888;11.08621131;4907412;1666444;Ovest;008;Emilia Romagna;9;2873.779821;26.73674226;143.806637;88.90272533;36.62624121;2.463197632;127.9921642;63.99608208;653.6671315;2.291657335;4.943482427;2.527512164;1.263756082;4.178740696;3.502169579;1.751084789;56.53337353;0.259747065;0.131291814;0.065645907;1.065628986;0.382820967;0.191410484;795.7747155;0.026074354;0.013037177;795.7747155;0.263877304;0.131938652;795.7747155;1.714202188;0.857101094;0.188534946;0.094267473;0.387790568;0.193895284;3.197882765;1.598941382;0;0;0
111049;44.30074888;11.73784092;4908941;1718425;Ovest;008;Emilia Romagna;9;1495.778841;20.19024669;119.5029638;69.40115875;22.68041314;1.750482189;93.83205408;46.91602704;18.84445784;0.453262329;2.333837621;1.227120468;0.613560234;2.913516749;2.441795381;1.22089769;56.53337353;0.32460983;0.108422485;0.054211243;0.45306499;0.133841092;0.066920546;0;0;0;2387.324146;0.791631912;0.395815956;795.7747155;1.714202188;0.857101094;0.795616;0.397808;0.581685852;0.290842926;0;0;0;0;0
111107;44.29174944;7.07700396;4906095;1346609;Ovest;001;Piemonte;4;848.000603;22.36192826;84.01198498;42.25882866;13.88398841;1.018347005;57.16116408;28.58058204;75.37783138;0.691918821;1.347142374;0.666349533;0.333174766;0.976108078;0.566751756;0.283375878;0;0;0;0;25.07762946;7.68077551;3.840387755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111131;44.29174944;7.37771015;4905576;1370599;Ovest;001;Piemonte;8;613.6226586;11.0733837;63.09905522;39.73132136;9.907546336;1.249758973;50.88862667;25.44431333;0;0;0;0;0;1.416782972;1.086019972;0.543009986;18.84445784;0.043564985;0.01336724;0.00668362;0;0;0;0;0;0;0;0;0;0;0;0;0.023566868;0.011783434;0.193895284;0.096947642;0;0;0;0;0
111234;44.29174944;9.58288893;4904462;1546529;Ovest;007;Liguria;13;312.1113331;4.947034563;37.15845914;18.55497705;4.34018688;0.506195146;23.40135908;11.70067954;0;0;0;0;0;0.923730475;0.588619254;0.294309627;199.044586;2.139815264;0.878247182;0.439123591;0.001098409;0.000374588;0.000187294;0;0;0;0;0;0;0;0;0;0.45813955;0.229069775;0;0;0;0;0;0;0
111294;44.29174944;10.33465442;4905161;1606507;Ovest;008;Emilia Romagna;8;2429.757283;39.38007867;228.3753355;142.4399644;35.88003332;4.483115221;182.8031129;91.40155647;0;0;0;0;0;3.823543219;2.930896533;1.465448267;94.22228922;1.244486301;0.3867256;0.1933628;0.462344843;0.117928596;0.058964298;0;0;0;4774.648293;1.583263825;0.791631912;1591.549431;3.428404376;1.714202188;0;0;0;0;0;0;0;0;0
111299;44.29174944;10.39730154;4905245;1611505;Ovest;008;Emilia Romagna;8;2674.735235;25.13339615;128.192946;78.17770711;23.28276414;2.462421286;103.9228925;51.96144627;0;0;0;0;0;4.613459555;3.536398529;1.768199264;0;0;0;0;0.248237286;0.06331697;0.031658485;795.7747155;0.026074354;0.013037177;3183.098862;1.055509216;0.527754608;1591.549431;3.428404376;1.714202188;0;0;0;0;0;0;0;0;0
111316;44.29174944;10.61030177;4905556;1628499;Ovest;008;Emilia Romagna;12;1797.290167;22.69604735;127.4229319;59.87342181;18.36668707;1.44235282;79.68246169;39.84123085;398.089172;0.953608439;2.618669758;1.187833815;0.593916908;4.39949167;3.767530164;1.883765082;0;0;0;0;0;0;0;15119.71959;0.495412732;0.247706366;14323.94488;5.101535835;2.550767917;1591.549431;3.428404376;1.714202188;0.25923555;0.129617775;1.551162273;0.775581136;0;0;0;0;0
111321;44.29174944;10.67294889;4905656;1633497;Ovest;008;Emilia Romagna;4;697.2449403;23.03386654;170.2356864;84.15055948;23.88801908;2.403136953;110.4417155;55.22085776;199.044586;0.390823131;1.804792511;0.943484402;0.471742201;10.95811399;6.362543738;3.181271869;0;0;0;0;0.182291625;0.075021004;0.037510502;5570.423008;0.18252048;0.09126024;795.7747155;0.263877304;0.131938652;795.7747155;1.714202188;0.857101094;0;0;0;0;0;0;0;0;0
111339;44.29174944;10.89847854;4906048;1651491;Ovest;008;Emilia Romagna;12;2682.979686;37.81678614;281.4755288;174.1245272;48.38140707;4.773558241;227.2794925;113.6397463;56.53337353;0.898014427;4.308866699;2.26153614;1.13076807;3.60323291;3.085649365;1.542824682;0;0;0;0;0.377484268;0.129858364;0.064929182;5570.423008;0.18252048;0.09126024;7161.972439;2.374895737;1.187447868;0;0;0;0.023566868;0.011783434;0;0;0;0;0;0;0
111341;44.29174944;10.92353739;4906095;1653490;Ovest;008;Emilia Romagna;10;1399.200995;12.15020549;57.20588624;36.02873166;10.01634952;1.076479984;47.12156116;23.56078058;0;0;0;0;0;2.256010666;1.84316618;0.92158309;150.7556628;0.488246781;0.166149527;0.083074763;0.328198927;0.112903713;0.056451857;795.7747155;0.026074354;0.013037177;7161.972439;2.374895737;1.187447868;795.7747155;1.714202188;0.857101094;0.377069891;0.188534946;6.592439658;3.296219829;4.796824147;2.398412073;0;0;0
111348;44.29174944;11.01124336;4906263;1660488;Ovest;008;Emilia Romagna;11;1076.489654;32.16960004;257.2185297;136.2424214;31.53005425;3.604339184;171.3768148;85.68840741;387.4891644;3.321672852;15.94824272;7.294250421;3.647125211;5.537511772;3.589718263;1.794859131;188.4445784;2.636769422;1.014779773;0.507389886;5.631540849;2.041926961;1.020963481;0;0;0;0;0;0;0;0;0;0.575973891;0.287986946;1.745057557;0.872528778;3.197882765;1.598941382;0;0;0
111349;44.29174944;11.02377279;4906288;1661487;Ovest;008;Emilia Romagna;9;4355.425319;26.01143003;108.6262193;66.27325943;30.41842957;1.781720423;98.47340943;49.23670471;0;0;0;0;0;5.220039275;4.374873695;2.187436848;18.84445784;0.028205867;0.008654533;0.004327266;0.142947222;0.073334657;0.036667329;0;0;0;2387.324146;0.791631912;0.395815956;4774.648293;10.28521313;5.142606563;0.377069891;0.188534946;0.387790568;0.193895284;1.598941382;0.799470691;0;0;0
111369;44.29174944;11.27436129;4906811;1681480;Ovest;008;Emilia Romagna;14;1124.778578;20.45323134;142.5444067;81.32950066;22.35923443;1.961697229;105.6504323;52.82521616;199.044586;1.000507215;4.516336451;2.360987743;1.180493871;3.656897483;2.718657441;1.35932872;131.9112049;3.901330619;1.917239385;0.958619692;4.298690594;2.183936614;1.091968307;1591.549431;0.052148709;0.026074354;795.7747155;0.263877304;0.131938652;795.7747155;1.714202188;0.857101094;0.329936155;0.164968077;2.504866841;1.25243342;0;0;0;0;0
111484;44.28274998;7.34090233;4904636;1367643;Ovest;001;Piemonte;8;691.3560472;6.493769135;41.06170545;25.08623595;6.931941956;0.798715589;32.8168935;16.40844675;0;0;0;0;0;0.937035463;0.718274603;0.359137302;56.53337353;0.176300546;0.068437411;0.034218706;0.678504722;0.244709351;0.122354675;0;0;0;7161.972439;2.374895737;1.187447868;2387.324146;5.142606563;2.571303282;0.889883473;0.444941736;4.26569625;2.132848125;0;0;0;0;0
